DIRECTORIO;NRO_ENCUESTA;HOGAR_NUMERO;PERSONA_NUMERO;P6020;P5785;P5465;P5501;P6070;P6160;P6170;P260;P261;FEX_P
3075421;235;1;3;2;12;6;3;6;1;1;4;3;1620,68859671239
3075421;235;1;4;1;6; ; ; ; ; ; ; ;1620,68859671239
3075422;235;1;1;1;40;6;1;3;1;2;6;3;2037,33426820118
3075422;235;1;2;2;30;6;2;3;1;2;5;2;2037,33426820118
3075422;235;1;3;2;10; ; ; ; ; ; ; ;2037,33426820118
3075422;235;1;4;2;8; ; ; ; ; ; ; ;2037,33426820118
3075423;235;1;1;1;48;6;1;2;1;2;5;2;1439,57570210587
3075423;235;1;2;2;41;6;2;2;1;2;4;4;1439,57570210587
3075424;235;1;1;2;38;6;1;2;1;2;3;4;1526,01364273277
3075424;235;1;2;1;52;6;2;2;1;2;3;6;1526,01364273277
3075424;235;1;3;2;17;6;3;6;1;1;5;1;1526,01364273277
3075425;235;1;1;1;32;6;1;2;1;2;4;2;1738,45498515353
3075425;235;1;2;2;27;6;2;2;1;2;5;2;1738,45498515353
3075425;235;1;3;2;8; ; ; ; ; ; ; ;1738,45498515353
3075426;235;1;1;1;66;5;1;2;1;2;3;3;1188,73418013364
3075426;235;1;2;2;64;6;2;2;1;2;3;6;1188,73418013364
3075426;235;1;3;1;37;6;3;3;1;2;5;2;1188,73418013364
3075426;235;1;4;2;32;6;5;3;1;2;5;2;1188,73418013364
3075426;235;1;5;1;10; ; ; ; ; ; ; ;1188,73418013364
3075426;235;1;6;2;4; ; ; ; ; ; ; ;1188,73418013364
3075427;235;1;1;1;56;6;1;2;1;2;4;5;1404,61432821897
3075427;235;1;2;2;60;6;2;2;1;2;3;6;1404,61432821897
3075427;235;1;3;2;36;6;3;4;1;2;6;3;1404,61432821897
3075427;235;1;4;1;15;6;4;6;1;1;5;1;1404,61432821897
3075427;235;1;5;1;12;6;4;6;1;1;4;2;1404,61432821897
3075427;235;1;6;1;1; ; ; ; ; ; ; ;1404,61432821897
3075427;235;1;7;2;28;6;3;6;1;2;6;3;1404,61432821897
3075427;235;1;8;1;26;6;5;2;1;2;6;3;1404,61432821897
3075428;235;1;1;2;67;6;1;5;1;2;3;6;1346,81355641148
3075428;235;1;2;1;43;5;3;6;1;2;6;3;1346,81355641148
3075429;235;1;1;2;74;6;1;4;1;2;3;6;898,601075603
3075429;235;1;2;2;47;6;3;6;1;1;6;2;898,601075603
3075430;235;1;1;2;38;6;1;2;1;2;5;2;1839,4719548376
3075430;235;1;2;1;45;6;2;2;1;2;4;4;1839,4719548376
3075430;235;1;3;2;17;6;3;6;1;1;6;2;1839,4719548376
3075430;235;1;4;2;15;6;3;6;1;1;5;1;1839,4719548376
3075430;235;2;1;1;47;6;1;4;1;2;4;2;1839,4719548376
3075430;235;2;2;1;19;6;3;6;1;2;6;3;1839,4719548376
3075430;235;2;3;1;49;6;5;1;1;2;3;4;1839,4719548376
3075430;235;2;4;2;38;6;5;1;1;2;5;2;1839,4719548376
3075431;235;1;1;1;38;6;1;3;1;2;5;2;1843,33556421887
3075431;235;1;2;2;42;6;2;3;1;2;6;3;1843,33556421887
3075431;235;1;3;2;7; ; ; ; ; ; ; ;1843,33556421887
3075431;235;1;4;2;5; ; ; ; ; ; ; ;1843,33556421887
3075431;235;1;5;2;38;6;5;6;1;2;4;3;1843,33556421887
3075431;235;1;6;1;50;6;9;4;1;2;3;6;1843,33556421887
3075432;235;1;1;2;53;6;1;2;1;1;6;6;2140,26699286189
3075432;235;1;2;1;49;6;2;2;1;2;6;3;2140,26699286189
3075432;235;1;3;1;27;6;3;6;1;2;6;4;2140,26699286189
3075432;235;1;4;2;16;6;3;6;1;1;4;5;2140,26699286189
3075432;235;1;5;1;23;6;3;2;1;2;6;3;2140,26699286189
3075432;235;1;6;2;20;6;5;2;1;2;5;2;2140,26699286189
3075432;235;1;7;2;2; ; ; ; ; ; ; ;2140,26699286189
3075433;235;1;1;1;49;6;1;2;1;2;5;2;1620,68859671239
3075433;235;1;2;2;45;6;2;2;1;2;4;1;1620,68859671239
3075433;235;1;3;2;16;6;3;6;1;2;3;5;1620,68859671239
3075433;235;1;4;1;8; ; ; ; ; ; ; ;1620,68859671239
3075434;235;1;1;1;49;6;1;4;1;2;5;2;2059,56057754892
3075434;235;1;2;2;10; ; ; ; ; ; ; ;2059,56057754892
3075435;235;1;1;2;48;5;1;4;1;2;3;6;1697,78603736735
3075435;235;1;2;2;23;5;3;6;1;2;6;6;1697,78603736735
3075435;235;1;3;2;7; ; ; ; ; ; ; ;1697,78603736735
3075436;235;1;1;1;51;6;1;3;1;2;6;4;2642,41785564273
3075436;235;1;2;1;24;6;3;6;1;2;5;2;2642,41785564273
3075436;235;1;3;1;19;6;3;6;1;2;5;1;2642,41785564273
3075436;235;1;4;1;16;6;3;6;1;1;5;2;2642,41785564273
3075437;235;1;1;2;30;6;1;2;1;2;5;2;2156,23013368929
3075437;235;1;2;1;30;6;2;2;1;2;5;2;2156,23013368929
3075437;235;1;3;1;11; ; ; ; ; ; ; ;2156,23013368929
3075437;235;1;4;1;5; ; ; ; ; ; ; ;2156,23013368929
3075437;235;1;5;1;2; ; ; ; ; ; ; ;2156,23013368929
3075437;235;1;6;1;27;6;5;2;1;2;5;2;2156,23013368929
3075437;235;1;7;1;35;6;5;2;1;2;5;1;2156,23013368929
3075437;235;1;8;1;7; ; ; ; ; ; ; ;2156,23013368929
3075437;235;1;9;1;5; ; ; ; ; ; ; ;2156,23013368929
3075437;235;1;10;1;25;6;5;2;1;2;5;2;2156,23013368929
3075437;235;1;11;2;47;6;5;2;1;2;6;3;2156,23013368929
3075437;235;1;12;1;27;6;9;6;1;2;6;3;2156,23013368929
3075438;235;1;1;2;82;5;1;5;1;2;3;6;1662,82466348045
3075438;235;1;2;1;64;5;3;4;1;2;6;2;1662,82466348045
3075438;235;1;3;2;40;6;4;4;1;1;6;5;1662,82466348045
3075438;235;1;4;1;16;6;5;6;1;1;4;5;1662,82466348045
3075438;235;1;5;2;45;6;3;5;1;2;5;2;1662,82466348045
3075438;235;1;6;1;19;5;4;6;1;2;5;2;1662,82466348045
3075438;235;1;7;2;16;6;4;4;1;2;5;1;1662,82466348045
3075438;235;1;8;1;0; ; ; ; ; ; ; ;1662,82466348045
3075438;235;1;9;2;8; ; ; ; ; ; ; ;1662,82466348045
3075439;235;1;1;1;34;5;1;2;1;2;6;6;1845,2513191955
3075439;235;1;2;2;36;5;2;2;1;2;7;3;1845,2513191955
3075439;235;1;3;2;6; ; ; ; ; ; ; ;1845,2513191955
3075439;235;1;4;2;2; ; ; ; ; ; ; ;1845,2513191955
3075440;235;1;1;1;46;6;1;2;1;2;3;6;1906,36377040683
3075440;235;1;2;2;41;6;2;2;1;2;4;5;1906,36377040683
3075440;235;1;3;1;17;6;3;6;1;1;5;1;1906,36377040683
3075440;235;1;4;2;15;6;3;6;1;1;4;4;1906,36377040683
3075440;235;1;5;2;12;6;3;6;1;1;3;6;1906,36377040683
3075441;235;1;1;1;56;6;1;3;1;2;4;5;1487,56857082873
3075441;235;1;2;2;45;6;2;3;1;2;5;2;1487,56857082873
3075441;235;1;3;1;28;6;3;4;1;2;6;4;1487,56857082873
3075441;235;1;4;2;23;6;3;6;1;1;6;7;1487,56857082873
3075442;235;1;1;1;43;5;1;2;1;2;3;6;1408,32808590253
3075442;235;1;2;2;37;6;5;2;1;2;4;3;1408,32808590253
3075442;235;1;3;2;76;6;5;5;1;2;3;4;1408,32808590253
3075442;235;1;4;2;38;6;5;2;1;2;3;3;1408,32808590253
3075442;235;1;5;1;38;6;5;2;1;2;4;4;1408,32808590253
3075442;235;1;6;2;7; ; ; ; ; ; ; ;1408,32808590253
3075442;235;1;7;1;4; ; ; ; ; ; ; ;1408,32808590253
3075442;235;1;8;1;37;6;5;6;1;2;4;5;1408,32808590253
3075443;235;1;1;1;53;6;1;3;1;2;5;2;1439,57570210587
3075443;235;1;2;2;54;6;2;3;1;2;5;2;1439,57570210587
3075444;235;1;1;2;60;6;1;4;1;2;3;6;1308,96839664149
3075444;235;1;2;1;32;6;3;2;1;2;5;2;1308,96839664149
3075444;235;1;3;2;33;6;5;2;1;2;5;1;1308,96839664149
3075444;235;1;4;1;7; ; ; ; ; ; ; ;1308,96839664149
3075444;235;1;5;2;4; ; ; ; ; ; ; ;1308,96839664149
3075444;235;1;6;1;50;6;5;2;1;2;5;1;1308,96839664149
3075444;235;1;7;2;32;6;5;2;1;2;4;2;1308,96839664149
3075444;235;1;8;2;13;6;4;6;1;1;4;4;1308,96839664149
3075444;235;1;9;1;11; ; ; ; ; ; ; ;1308,96839664149
3075444;235;1;10;1;10; ; ; ; ; ; ; ;1308,96839664149
3075445;235;1;1;2;60;6;1;4;1;2;5;2;1192,51326265015
3075445;235;1;2;2;37;6;3;6;1;2;7;3;1192,51326265015
3075445;235;1;3;1;24;6;3;6;1;1;6;5;1192,51326265015
3075446;235;1;1;1;46;6;1;2;1;2;5;2;2123,77220882809
3075446;235;1;2;2;36;6;2;2;1;2;5;2;2123,77220882809
3075446;235;1;3;2;16;6;3;6;1;1;5;2;2123,77220882809
3075446;235;1;4;2;9; ; ; ; ; ; ; ;2123,77220882809
3075446;235;1;5;2;5; ; ; ; ; ; ; ;2123,77220882809
3075447;235;1;1;2;26;6;1;4;1;2;3;6;1984,19692507458
3075447;235;1;2;1;9; ; ; ; ; ; ; ;1984,19692507458
3075447;235;1;3;1;7; ; ; ; ; ; ; ;1984,19692507458
3075447;235;1;4;1;2; ; ; ; ; ; ; ;1984,19692507458
3075447;235;1;5;2;22;6;9;4;1;1;5;1;1984,19692507458
3075447;235;1;6;1;7; ; ; ; ; ; ; ;1984,19692507458
3075447;235;1;7;1;4; ; ; ; ; ; ; ;1984,19692507458
3075448;235;1;1;2;53;6;1;4;1;2;3;6;2074,13960660609
3075448;235;1;2;1;30;6;3;6;1;2;5;2;2074,13960660609
3075448;235;1;3;1;26;6;3;6;1;2;4;5;2074,13960660609
3075448;235;1;4;2;23;6;3;1;1;2;5;2;2074,13960660609
3075448;235;1;5;1;29;6;5;1;1;2;5;1;2074,13960660609
3075448;235;1;6;1;20;6;5;6;1;2;4;3;2074,13960660609
3075449;235;1;1;2;54;5;1;2;1;2;3;6;1744,99755927873
3075449;235;1;2;1;64;6;2;2;1;2;3;6;1744,99755927873
3075449;235;1;3;1;27;6;3;2;1;2;5;2;1744,99755927873
3075449;235;1;4;2;24;6;5;2;1;2;5;2;1744,99755927873
3075449;235;1;5;2;4; ; ; ; ; ; ; ;1744,99755927873
3075449;235;1;6;1;0; ; ; ; ; ; ; ;1744,99755927873
3075450;235;1;1;2;42;6;1;2;1;2;4;3;2001,03872438645
3075450;235;1;2;1;40;6;2;2;1;2;5;2;2001,03872438645
3075450;235;1;3;2;19;6;3;6;1;1;5;2;2001,03872438645
3075450;235;1;4;2;16;6;3;6;1;1;5;2;2001,03872438645
3075450;235;1;5;1;13;6;3;6;1;1;4;4;2001,03872438645
3075450;235;1;6;1;11; ; ; ; ; ; ; ;2001,03872438645
3075451;235;1;1;1;37;6;1;2;1;2;5;2;1840,284223195
3075451;235;1;2;2;36;6;2;2;1;2;5;2;1840,284223195
3075451;235;1;3;1;15;6;3;6;1;1;5;1;1840,284223195
3075451;235;1;4;2;4; ; ; ; ; ; ; ;1840,284223195
3075452;235;1;1;1;53;6;1;2;1;2;3;6;1010,90934635506
3075452;235;1;2;2;52;6;2;2;1;2;4;5;1010,90934635506
3075452;235;1;3;2;26;6;3;6;1;2;6;3;1010,90934635506
3075452;235;1;4;2;24;6;3;6;1;2;6;3;1010,90934635506
3075452;235;1;5;1;30;6;3;3;1;2;6;5;1010,90934635506
3075452;235;1;6;2;26;6;5;3;1;2;6;5;1010,90934635506
3075453;235;1;1;2;39;6;1;2;1;2;6;3;2103,88580691848
3075453;235;1;2;1;58;6;2;2;1;2;3;6;2103,88580691848
3075453;235;1;3;1;15;6;3;6;1;1;4;2;2103,88580691848
3075453;235;1;4;2;13;6;3;6;1;1;4;3;2103,88580691848
3075453;235;1;5;2;11; ; ; ; ; ; ; ;2103,88580691848
3075453;235;1;6;1;2; ; ; ; ; ; ; ;2103,88580691848
3075454;235;1;1;1;35;6;1;3;1;2;3;3;2182,9998266087
3075454;235;1;2;2;31;6;2;3;1;2;6;3;2182,9998266087
3075454;235;1;3;2;7; ; ; ; ; ; ; ;2182,9998266087
3075454;235;1;4;1;4; ; ; ; ; ; ; ;2182,9998266087
3075454;235;1;5;1;19;6;8;6;1;2;4;5;2182,9998266087
3075455;235;1;1;1;63;6;1;2;1;2;6;6;1274,02374178875
3075455;235;1;2;2;51;5;2;2;2;2;1; ;1274,02374178875
3075456;235;1;1;1;65;5;1;3;1;2;3;6;1360,50657476821
3075456;235;1;2;2;63;1;2;3;1;2;6;3;1360,50657476821
3075456;235;1;3;2;32;1;3;4;1;2;5;2;1360,50657476821
3075456;235;1;4;2;7; ; ; ; ; ; ; ;1360,50657476821
3075456;235;1;5;1;5; ; ; ; ; ; ; ;1360,50657476821
3075456;235;1;6;2;3; ; ; ; ; ; ; ;1360,50657476821
3075457;235;1;1;1;82;6;1;3;1;2;3;6;1855,52391081557
3075457;235;1;2;2;73;6;2;3;1;2;5;2;1855,52391081557
3075457;235;1;3;1;23;6;4;6;1;2;6;3;1855,52391081557
3075457;235;1;4;2;18;6;4;6;1;1;6;3;1855,52391081557
3075457;235;1;5;1;12;6;4;6;1;1;4;3;1855,52391081557
3075458;235;1;1;2;53;6;1;3;1;2;5;2;1541,72324012476
3075458;235;1;2;1;54;6;2;3;1;2;3;6;1541,72324012476
3075458;235;1;3;1;28;6;3;2;1;2;5;2;1541,72324012476
3075458;235;1;4;2;30;6;5;2;1;2;6;3;1541,72324012476
3075458;235;1;5;1;7; ; ; ; ; ; ; ;1541,72324012476
3075458;235;1;6;1;6; ; ; ; ; ; ; ;1541,72324012476
3075458;235;1;7;2;4; ; ; ; ; ; ; ;1541,72324012476
3075459;235;1;1;2;54;6;1;3;1;2;6;6;1362,68555829779
3075459;235;1;2;1;55;6;2;3;1;2;6;6;1362,68555829779
3075459;235;1;3;1;35;6;3;6;1;2;6;6;1362,68555829779
3075459;235;1;4;1;82;6;5;6;1;2;3;6;1362,68555829779
3075460;235;1;1;1;56;5;1;3;1;2;5;2;1394,80642513435
3075460;235;1;2;2;56;5;2;3;1;2;3;6;1394,80642513435
3075460;235;1;3;1;41;1;3;6;1;2;5;2;1394,80642513435
3075460;235;1;4;2;17;5;3;6;1;2;5;2;1394,80642513435
3075461;235;1;1;2;54;1;1;4;1;2;4;2;1250,6770431781
3075461;235;1;2;2;38;1;3;4;1;2;5;2;1250,6770431781
3075461;235;1;3;2;18;1;4;6;1;2;5;2;1250,6770431781
3075461;235;1;4;2;16;1;4;6;1;1;5;1;1250,6770431781
3075461;235;1;5;2;14;1;4;6;1;1;4;4;1250,6770431781
3075462;235;1;1;2;62;6;1;4;1;2;5;2;1597,35969388434
3075462;235;1;2;1;38;6;3;6;1;2;6;3;1597,35969388434
3075462;235;1;3;2;34;6;3;2;1;2;6;3;1597,35969388434
3075462;235;1;4;1;42;6;5;2;1;2;6;3;1597,35969388434
3075462;235;1;5;1;12;6;4;6;1;1;4;2;1597,35969388434
3075462;235;1;6;1;2; ; ; ; ; ; ; ;1597,35969388434
3075463;235;1;1;2;58;6;1;2;1;2;5;2;1923,70456392742
3075463;235;1;2;1;67;6;2;2;1;2;3;6;1923,70456392742
3075463;235;1;3;1;33;6;3;6;1;2;5;2;1923,70456392742
3075463;235;1;4;1;32;6;3;4;1;2;4;5;1923,70456392742
3075463;235;1;5;2;10; ; ; ; ; ; ; ;1923,70456392742
3075463;235;1;6;1;8; ; ; ; ; ; ; ;1923,70456392742
3075463;235;1;7;1;6; ; ; ; ; ; ; ;1923,70456392742
3075464;235;1;1;2;81;6;1;4;1;2;5;2;1514,15388237931
3075464;235;1;2;2;35;6;4;4;1;2;6;6;1514,15388237931
3075464;235;1;3;2;15;6;4;6;1;1;5;2;1514,15388237931
3075464;235;1;4;1;2; ; ; ; ; ; ; ;1514,15388237931
3075464;235;1;5;1;23;6;4;6;1;2;6;4;1514,15388237931
3075464;235;1;6;2;29;6;4;4;1;2;6;3;1514,15388237931
3075464;235;1;7;2;9; ; ; ; ; ; ; ;1514,15388237931
3075464;235;1;8;2;3; ; ; ; ; ; ; ;1514,15388237931
3075465;235;1;1;1;46;6;1;3;1;2;5;2;1745,60632252398
3075465;235;1;2;2;43;6;2;3;1;2;5;2;1745,60632252398
3075465;235;1;3;1;14;6;3;6;1;1;4;4;1745,60632252398
3075465;235;1;4;2;10; ; ; ; ; ; ; ;1745,60632252398
3075465;235;1;5;2;62;6;5;4;1;2;3;6;1745,60632252398
3075465;235;1;6;1;40;6;5;6;1;2;5;2;1745,60632252398
3075466;235;1;1;2;68;5;1;5;1;2;3;4;1961,0669065406
3075466;235;1;2;1;25;5;3;6;1;2;6;3;1961,0669065406
3075466;235;1;3;1;36;5;3;2;1;2;5;2;1961,0669065406
3075466;235;1;4;2;23;5;5;2;1;1;5;2;1961,0669065406
3075466;235;1;5;1;14;5;4;6;1;1;4;4;1961,0669065406
3075466;235;1;6;2;2; ; ; ; ; ; ; ;1961,0669065406
3075467;235;1;1;1;55;6;1;3;1;2;6;6;1911,8028579128
3075467;235;1;2;2;52;6;2;3;1;2;6;3;1911,8028579128
3075467;235;1;3;1;23;6;3;2;1;2;6;6;1911,8028579128
3075467;235;1;4;2;24;6;5;2;1;2;6;4;1911,8028579128
3075467;235;1;5;2;3; ; ; ; ; ; ; ;1911,8028579128
3075467;235;1;6;1;1; ; ; ; ; ; ; ;1911,8028579128
3075468;235;1;1;2;54;6;1;4;1;2;6;6;1986,731128414
3075468;235;1;2;2;22;6;3;6;1;1;6;5;1986,731128414
3075468;235;1;3;1;21;6;3;6;1;1;6;2;1986,731128414
3075468;235;1;4;1;19;6;3;6;1;1;6;2;1986,731128414
3075469;235;1;1;2;79;6;1;5;1;2;3;6;1473,92044482457
3075469;235;1;2;1;49;6;3;6;1;2;6;2;1473,92044482457
3075469;235;1;3;1;46;6;3;4;1;2;6;6;1473,92044482457
3075470;235;1;1;1;44;6;1;2;1;2;3;6;1653,12053114586
3075470;235;1;2;2;51;6;2;2;1;2;3;6;1653,12053114586
3075470;235;1;3;1;27;6;3;6;1;2;6;6;1653,12053114586
3075470;235;1;4;2;18;6;3;6;1;1;5;2;1653,12053114586
3075471;235;1;1;1;60;5;1;3;1;2;3;6;1995,69699621431
3075471;235;1;2;2;54;5;2;2;1;2;3;3;1995,69699621431
3075471;235;1;3;1;16;6;4;6;1;1;4;2;1995,69699621431
3075471;235;1;4;1;7; ; ; ; ; ; ; ;1995,69699621431
3075472;235;1;1;1;41;5;1;3;1;2;4;2;2298,17034917271
3075472;235;1;2;2;42;5;2;3;1;2;4;5;2298,17034917271
3075472;235;1;3;2;15;5;3;6;1;1;5;2;2298,17034917271
3075472;235;1;4;1;12;5;3;6;1;1;4;2;2298,17034917271
3075472;235;1;5;1;8; ; ; ; ; ; ; ;2298,17034917271
3075473;235;1;1;2;92;4;1;5;2;2;1; ;1417,91458448575
3075473;235;1;2;1;69;5;3;4;1;2;4;4;1417,91458448575
3075474;235;1;1;1;50;1;1;3;1;2;7;8;1727,97912861646
3075474;235;1;2;2;48;5;2;3;1;2;7;8;1727,97912861646
3075475;235;1;1;1;35;6;1;3;1;2;6;3;1727,97912861646
3075475;235;1;2;2;30;4;2;3;1;1;6;5;1727,97912861646
3075476;235;1;1;1;69;5;1;3;1;2;3;6;1131,31202022562
3075476;235;1;2;2;64;5;2;3;2;2;1; ;1131,31202022562
3075476;235;1;3;1;36;5;3;6;1;2;3;5;1131,31202022562
3075476;235;1;4;1;75;5;5;4;2;2;2;1;1131,31202022562
3075476;235;1;5;2;20;5;4;6;1;1;6;3;1131,31202022562
3075476;235;1;6;2;90;5;5;5;2;2;1; ;1131,31202022562
3075477;235;1;1;2;50;6;1;2;1;2;3;2;2022,87904336945
