DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P271	P262	P5475	P254	P254S1	P254S2	P5470	P5470S1	P5471	P5471S1	P5472	P5472S1	P5473	P5473S1	P5474S1	P5474S2	P5474S3	P5474S4	P5474S5	P5474S6	P5474S7	P5474S8	P5474S9	P5476	P5476S1	P5477	P5477S1	P5478	P5478S1	P5479	P5479S1	P5480	P5480S1	P5481	P5481S1	P5482	P5482S1	P5483	P5483S1	P5484	P5484S1	FEX_P
367021680	235	1	4	6	3	2	1	2	0	2		2		1	3	1	3	2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	2		2		1	1	144.888057623772
367003440	235	1	3	6	3	1	1	3	3	1	3	2		1	3	1	3	2	2	1	1	2	2	1	1	1	2		2		2		2		2		1	1	1	1	2		1	2	1872.97407958271
367003440	235	1	4	6	3	1	1	3	3	1	1	2		1	3	1	2	2	2	1	2	2	2	1	2	2	1	5	2		2		2		2		1	1	1	1	2		2		1872.97407958271
367003440	235	1	5	6	3	1	1	3	0	1	2	2		2		1	3	2	2	1	2	2	2	1	2	2	2		2		2		2		2		1	1	2		2		2		1872.97407958271
367019280	235	1	2	7	3	1	1	3	4	1	3	2		2		2		2	2	2	2	2	2	2	1	1	1	1	2		2		1	3	1	2	1	1	1	2	2		1	2	1113.24522151735
367006440	235	1	3	6	3	1	1	3	3	2		2		1	4	2		2	2	1	2	1	2	2	2	2	1	2	2		2		2		1	2	1	1	1	2	2		1	2	801.952837324352
366996120	235	1	3	6	3	1	1	3	2	2		1	3	2		2		2	2	2	2	1	2	2	2	2	1	6	2		1	3	2		2		1	1	2		1	3	1	2	1101.83854675012
366996120	235	1	4	6	3	2	1	2	3	2		1	3	2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		1	2	1	2	1101.83854675012
367011000	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	1	2	1	2	2	2		1	3	1	4	2		1	2	1	2	2		1	3	1	1	801.952837324352
367003800	235	1	4	6	3	2	1	2	0	1	3	2		2		1	3	1	2	1	1	2	2	1	2	2	2		2		2		2		2		1	1	2		2		2		2235.76009363979
367335240	235	1	3	6	3	2	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		1	3	2		2		1	2	1	1	1	3	1	2	2		896.707232411768
367388520	235	1	4	7	3	1	1	3	2	1	4	2		2		2		2	2	2	2	2	2	2	1	2	1	3	2		2		1	3	1	2	1	1	1	2	1	2	1	2	172.421478552622
367389240	235	1	3	7	3	1	1	3	1	2		2		2		1	5	2	2	2	1	2	2	2	1	2	1	1	2		2		1	5	1	2	1	1	1	2	1	1	1	1	166.557548675068
367309800	235	1	3	7	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		1	3	1	2	1	2	1	2	1	2	1507.71780875308
367309800	235	1	4	7	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	1	1	2	2		2		2		2		1	1	1	1	2		1	2	1507.71780875308
367357560	235	1	4	7	3	1	1	4	0	2		2		2		1	5	2	2	2	2	1	2	2	1	1	1	1	2		2		1	3	1	1	1	1	1	1	2		2		639.245804801466
367224840	235	1	4	5	5	1	1	4	0	2		1	5	2		2		2	2	2	2	2	2	1	2	2	1	2	2		2		2		1	2	1	1	1	2	2		1	2	720.11373398581
367224120	235	1	4	5	3	1	1	3	3	2		1	5	2		2		2	2	1	2	2	2	1	2	2	1	2	1	2	2		2		1	1	1	1	1	1	2		1	2	931.60249661102
367224120	235	1	5	5	3	2	1	2	0	2		1	5	2		2		2	2	1	2	2	2	1	2	2	1	2	2		2		2		1	2	1	1	1	2	2		1	2	931.60249661102
367219560	235	1	3	5	3	2	1	2	2	2		2		2		2		2	2	2	1	1	2	2	1	2	2		2		2		1	2	1	3	1	1	1	1	1	3	1	2	2010.96953712816
367226040	235	1	6	6	4	1	1	3	1	2		2		2		2		2	2	2	1	1	1	2	1	1	1	1	2		2		1	3	1	2	1	1	1	1	2		1	2	989.221399882182
367219200	235	1	2	6	3	1	1	3	4	1	2	2		2		2		2	2	2	2	2	2	1	1	2	1	4	2		1	3	2		1	2	1	1	1	2	1	2	1	1	797.314911295524
367219200	235	1	3	6	3	1	1	3	3	1	2	2		2		2		2	2	2	2	2	2	1	2	2	1	2	2		2		2		1	2	1	1	1	2	2		1	1	797.314911295524
367219200	235	1	4	6	5	1	1	3	4	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	2		2		2		1	2	1	1	2		1	2	2		797.314911295524
367377960	235	1	2	6	3	1	1	3	5	1	5	1	5	2		2		1	2	2	2	2	2	2	1	2	2		2		2		2		2		1	1	1	2	1	1	1	1	1283.5769912651
367286040	235	1	4	6	3	1	1	3	3	1	1	2		2		2		2	2	2	1	1	2	1	2	1	1	2	2		2		2		1	2	1	1	1	1	2		2		1528.18700782065
367344960	235	1	5	99	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	2		1	2	2		2		1	1	2		2		1	2	1124.65695840336
367344960	235	1	6	99	3	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		2		2		1	1	2		2		2		1124.65695840336
367390320	235	1	4	7	3	1	1	3	4	2		2		2		2		2	2	2	1	2	2	2	2	2	2		2		1	4	2		1	1	1	1	1	1	2		2		198.261542141992
367352880	235	1	2	5	3	1	1	3	0	2		1	5	2		1	5	1	2	2	1	1	2	1	2	1	1	2	1	2	2		1	4	1	3	1	1	1	2	1	2	1	1	1301.80568356378
367354080	235	1	3	6	4	1	1	4	0	2		2		2		1	5	2	2	2	2	1	2	2	2	2	1	4	2		2		2		1	3	1	2	2		1	2	2		538.982992883573
367354080	235	1	4	6	4	1	1	3	3	2		2		2		1	5	2	2	2	2	1	2	2	2	2	2		2		2		2		1	3	1	2	1	3	1	2	2		538.982992883573
367354080	235	1	5	6	4	1	1	3	1	2		2		2		1	5	2	2	2	2	1	2	2	2	2	2		2		2		2		1	3	1	2	2		1	2	1	2	538.982992883573
367306320	235	1	4	7	3	1	1	3	0	1	5	2		1	5	2		2	2	2	2	2	2	2	1	2	1	2	1	2	1	2	2		1	3	1	2	1	3	2		1	2	1740.40971632355
367384080	235	1	2	6	3	1	1	3	5	1	1	1	3	2		2		1	2	1	1	2	2	1	1	2	1	4	1	1	2		1	5	1	4	1	1	2		1	1	1	2	1077.14533466393
367303800	235	1	2	7	3	1	1	3	1	1	5	1	5	1	4	2		2	2	2	1	1	2	2	1	1	2		2		2		1	4	1	2	1	1	1	2	2		2		1524.44151899976
367353480	235	1	4	6	3	1	1	4	0	2		2		2		2		2	2	2	2	1	2	2	2	2	1	3	2		1	3	2		1	3	1	1	1	3	2		1	2	1221.31859006355
367353480	235	1	5	6	3	1	1	3	2	2		2		2		2		2	2	2	1	1	2	2	2	2	2		2		1	3	2		1	2	1	1	1	3	2		1	2	1221.31859006355
367281360	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	1	2		2		1	2	1	1	2		2		2		1092.29220984472
367288080	235	1	3	7	3	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	1	2		2		2		1	1	2		1	1	1	2	2		2		1528.18700782065
366984720	235	1	2	7	3	1	1	3	3	2		1	5	2		2		1	2	2	1	1	2	1	2	2	1	5	2		2		1	5	1	2	1	1	1	3	2		1	2	217.697662625608
366995640	235	1	4	7	3	1	1	3	2	1	2	1	5	1	5	1	5	2	1	2	1	1	2	1	1	1	1	2	2		2		2		1	3	1	1	1	3	2		1	1	1739.66659787985
366995640	235	1	5	6	3	2	1	2	0	1	2	1	5	1	5	1	5	2	1	1	1	1	2	1	1	1	2		2		2		2		1	3	1	1	1	2	2		2		1739.66659787985
367029480	235	1	5	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	1	1	2	2		2		2		1	4	1	2	1	1	1	1	1	2	1	2	203.986681025761
366994680	235	1	4	5	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	1	1	2	2		2		2		2		1	3	1	1	2		1	2	1	2	1920.37941080766
366994680	235	1	5	7	3	1	1	3	4	1	2	2		2		2		2	2	2	1	2	2	1	1	2	1	1	1	2	2		2		1	2	1	1	1	2	1	2	1	2	1920.37941080766
366994440	235	1	3	6	3	2	1	3	0	1	2	2		1	5	2		2	2	2	2	1	2	2	2	2	2		2		2		2		2		1	1	1	2	2		2		1183.35425455587
367509000	235	1	3	6	3	1	1	3	3	2		1	5	1	3	2		2	2	2	2	1	2	1	1	1	1	2	1	2	1	3	1	2	1	3	1	1	1	2	1	1	1	1	937.244893438651
367509000	235	1	4	6	3	1	1	3	3	1	5	1	5	1	3	2		2	2	2	2	1	2	1	1	1	1	2	1	3	1	2	1	3	1	2	1	3	1	2	1	1	1	1	937.244893438651
367508400	235	1	4	5	4	1	1	3	1	1	5	1	5	1	5	2		2	2	2	2	2	2	2	1	2	1	3	2		2		2		1	3	1	1	1	2	1	3	1	2	661.566275616342
366153960	235	1	4	7	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	2		1	2	2		2		1	2	1	2	2		1	3	1832.54472768121
366153480	235	2	2	6	3	2	1	3	2	2		1	5	2		2		2	2	2	2	2	2	1	2	2	2		2		2		2		2		1	1	1	3	2		1	2	882.197050938338
366153480	235	3	2	6	3	1	1	3	4	2		1	4	2		1	4	2	2	2	2	2	2	1	2	1	1	4	1	3	1	4	2		1	1	1	1	2		1	1	1	1	882.197050938338
366153480	235	2	3	6	3	2	1	3	2	2		2		2		2		2	2	2	2	2	2	1	2	2	2		2		2		2		2		1	1	1	3	2		2		882.197050938338
366153480	235	3	3	7	3	1	1	3	1	1	3	2		2		1	3	2	2	2	2	2	2	2	2	2	2		2		2		2		1	3	1	1	1	3	1	1	1	2	882.197050938338
366153480	235	3	4	6	3	1	1	3	1	1	3	2		2		1	4	2	2	2	1	2	2	2	2	2	2		2		2		2		1	2	1	1	1	3	1	1	1	2	882.197050938338
366150480	235	1	3	6	3	1	1	3	0	2		2		2		2		2	2	2	2	1	2	1	2	2	1	2	2		2		1	2	1	2	1	1	1	1	1	1	1	2	435.493506493506
366154320	235	1	4	7	4	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	2	2	2		2		2		1	3	2		1	1	1	4	2		2		1979.26028177894
366168600	235	1	3	6	4	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	1	2	1	4	2		2		1	4	1	2	1	1	2		2		1	1	1417.88250650726
366168600	235	1	4	7	4	2	1	2	3	1	3	2		1	4	1	4	2	2	2	2	2	2	2	2	2	2		2		2		1	5	1	2	1	1	1	2	2		1	2	1417.88250650726
366165840	235	1	6	6	4	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		1	5	1	4	1	1	1	2	1	3	1	3	882.197050938338
366166800	235	1	5	6	3	1	1	4	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	2		1	3	2		1	3	1	1	1	2	2		1	2	2182.95199118179
366164760	235	1	2	6	3	1	1	2	3	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	2		2		2		2		1	1	1	2	1	1	1	1	1515.53824977818
366571440	235	2	4	7	4	2	1	3	0	2		2		2		2		2	2	2	2	1	2	2	1	2	2		2		2		2		1	4	1	1	1	2	1	2	1	3	1607.02051691235
366436200	235	1	3	7	3	1	1	3	0	1	1	1	2	2		1	5	2	2	2	2	2	2	2	2	2	1	2	1	4	1	3	2		1	2	1	1	1	3	2		1	2	1238.47500413955
366455880	235	2	2	5	3	2	2	2	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	1	1	1	1	1	1	1	2		1878.81599082165
366455880	235	1	3	6	4	1	1	3	2	1	1	2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		1	4	1	1	1	4	2		2		1878.81599082165
366467040	235	1	3	7	3	1	1	2	3	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	1	1	4	2		2		2		1	1	1	1	2		1	1	1011.70115926679
366601200	235	1	5	7	3	1	1	3	2	1	3	1	2	1	2	1	3	2	2	1	1	1	2	1	1	1	1	1	1	2	1	3	1	3	1	3	1	1	1	3	1	2	1	3	670.111488269565
366449160	235	1	3	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	2		2		2		2		1	1	2		2		2		470.920144786561
366414840	235	1	3	6	3	2	1	2	2	1	2	1	2	2		1	2	2	2	2	1	1	2	2	2	1	2		1	2	2		1	2	1	2	1	1	2		2		1	2	1629.10187583097
366417000	235	1	2	6	3	1	1	3	5	1	5	2		2		1	4	2	1	2	2	1	2	2	2	1	1	2	1	3	1	2	1	4	1	3	1	1	1	3	1	3	1	1	1543.22096762772
366417000	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	1	1	2	2	2	1	1	3	1	3	1	3	1	4	1	2	1	1	1	3	1	1	1	1	1543.22096762772
366577200	235	1	3	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		1	2	1	1	2		1	1	1	1	1473.70428816466
366526920	235	1	3	5	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	1	1	5	2		2		2		1	4	1	1	1	1	2		2		1380.26164365599
366526920	235	1	4	5	3	2	2	1	1	2		2		2		2		2	2	2	2	2	2	2	2	1	2		2		2		2		2		1	1	1	2	2		2		1380.26164365599
366588720	235	1	5	8	4	1	1	3	0	1	3	2		1	3	1	4	2	2	2	1	1	2	2	2	1	1	1	1	3	1	3	1	2	1	2	1	1	1	2	2		1	2	841.969453553221
366411240	235	1	3	6	3	1	1	2	0	2		2		1	3	1	3	2	2	2	1	1	2	2	2	1	1	2	1	3	2		1	2	1	3	1	2	1	3	2		1	2	1690.81223782566
366604080	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	6	2		2		1	5	1	4	1	1	1	3	1	2	1	2	630.229203364189
366448800	235	3	3	6	3	1	1	3	5	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		1	3	1	2	2670.9758825839
366448800	235	3	4	6	3	2	1	2	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		2		2		2670.9758825839
366579000	235	1	3	5	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		1	2	2		2		1	2	1	1	2		2		1	2	1473.70428816466
366159480	235	1	3	5	4	1	1	3	2	2		1	5	1	4	1	4	2	2	2	2	2	1	2	2	2	1	1	2		2		1	2	1	1	1	1	1	1	1	1	1	1	615.759999999999
366158520	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	6	2		2		2		1	3	1	1	2		1	2	1	1	1831.37729025751
366158520	235	1	5	6	3	2	1	2	0	2		2		1	4	2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	3	1	1	1	2	1	2	2		1831.37729025751
366440160	235	1	4	6	3	1	1	3	1	2		2		2		1	5	2	2	2	1	2	2	1	2	1	1	2	2		2		1	4	2		1	1	2		1	2	2		1743.30694131662
366440160	235	1	5	6	3	2	1	1	1	2		2		2		1	5	2	2	2	1	2	2	1	2	1	2		2		2		1	4	2		1	1	2		2		2		1743.30694131662
366597960	235	1	4	8	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	2		2		1	3	1	3	1	1	1	2	2		1	2	960.72766726729
366494640	235	1	3	6	5	1	1	3	4	2		2		2		2		1	2	2	2	2	2	1	1	2	1	2	2		2		1	4	1	2	1	1	1	2	1	2	1	2	3190.34614592705
366482520	235	1	2	1	3	1	1	3	5	1	5	1	4	1	5	2		2	2	2	1	2	2	2	2	2	1	5	1	5	1	4	2		2		1	1	1	3	1	2	1	2	792.147285973105
366399000	235	1	3	7	3	1	1	3	0	2		2		1	5	2		2	2	2	1	1	2	2	2	1	1	3	2		2		1	5	1	3	1	1	1	4	1	3	1	3	1481.00170530088
366479280	235	1	4	7	3	1	1	3	2	1	2	2		2		2		2	2	2	1	2	2	1	2	2	1	6	1	4	2		2		1	3	1	1	2		1	1	1	1	993.32162387491
366524400	235	1	4	5	5	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	1	3	1	2	2		1674.48703124281
366524400	235	1	5	5	5	2	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1674.48703124281
366546360	235	1	2	7	3	1	1	3	1	1	4	1	3	1	3	1	3	2	1	2	1	1	2	2	1	1	1	2	1	2	1	3	1	4	1	1	1	1	1	3	1	1	1	1	2733.19222354685
366457320	235	1	5	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		2		2		1	1	2		2		2		1118.32598487757
366385680	235	1	6	6	4	1	1	3	2	1	5	2		2		1	5	2	2	2	2	1	2	2	2	1	1	6	2		1	3	1	4	1	3	1	1	1	3	1	1	1	3	1782.20623096795
366468480	235	1	3	7	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	1	1	2	2		2		2		2		1	2	1	1	2		2		1	1	1091.613784494
366470640	235	1	3	5	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	2	1	3	2		2		1	1	1	1	1	1	2		612.650440545503
366713880	235	1	5	7	3	2	1	2	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	1	2	1	1	1	2	1146.35857045471
366678600	235	1	3	99	3	1	1	3	4	1	5	2		1	5	1	5	2	2	2	2	1	2	2	2	1	1	2	2		2		1	5	1	1	1	1	1	2	1	2	1	2	1590.40627014748
366678600	235	1	4	99	3	1	1	3	2	2		2		2		1	1	2	2	2	2	1	2	2	2	1	1	2	2		2		1	5	1	2	1	1	1	2	1	2	1	2	1590.40627014748
366701280	235	1	3	6	4	1	1	3	3	2		2		2		2		2	2	2	1	2	2	2	1	2	2		2		2		2		1	3	1	1	1	3	2		1	3	1021.28836687061
366773160	235	1	2	99	3	1	1	3	4	2		2		2		2		1	1	1	2	1	2	2	2	2	2		1	2	1	1	1	5	1	3	1	1	2		2		1	2	1365.39099961585
366723240	235	1	2	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	1	2	1	1	2		2		1	3	1	2	1	1	1	4	2		2		909.698218644927
366723240	235	1	3	6	3	2	1	3	0	2		2		2		2		2	2	2	2	2	2	2	1	1	1	1	2		2		1	1	1	4	1	1	1	4	2		2		909.698218644927
366755880	235	1	3	7	3	1	1	3	5	1	2	1	3	1	3	1	4	2	2	1	1	1	1	1	1	1	1	1	1	5	2		1	2	1	1	1	1	1	2	1	2	1	1	1041.05836926672
366774480	235	1	3	6	3	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	3	1	2	1	5	1	3	1	1	2		1	1	1	3	1520.44386545707
366774480	235	1	4	6	3	2	1	2	1	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		1	5	1	2	1	1	2		1	1	1	3	1520.44386545707
366701760	235	1	3	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		1	5	1	2	1	1	1	2	2		2		1131.96455334341
366710280	235	1	3	7	4	1	1	3	0	1	5	2		2		2		2	2	2	1	2	2	2	2	2	1	2	1	3	2		2		1	2	1	1	1	2	1	2	1	2	843.903274070092
366716760	235	1	2	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	1	1	1	1	2		2		2		1	1	1	1	1	2	2		1	2	1042.95851329114
366686040	235	1	3	6	3	1	1	3	4	1	4	2		2		2		2	2	2	1	1	2	2	2	2	1	2	2		2		1	5	1	2	1	1	1	2	1	1	2		1767.11807794165
366686040	235	1	4	6	3	2	1	2	2	1	4	2		2		2		2	2	2	1	1	2	2	2	2	2		2		2		2		1	2	1	1	2		1	1	2		1767.11807794165
366695400	235	1	3	6	3	1	1	3	0	2		2		2		2		2	1	1	2	2	2	2	2	2	1	2	2		2		1	3	1	3	1	1	1	2	2		2		1481.00170530088
366750360	235	1	4	6	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	2	2		2		1	3	2		1	2	1	1	1	2	2		1	2	2074.52503491278
366752040	235	1	3	5	3	2	1	1	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1683.60307724829
366755760	235	1	4	7	3	1	1	3	4	2		2		1	4	2		2	2	1	1	1	2	2	2	1	1	3	2		2		2		1	2	1	1	1	3	1	2	1	2	775.776480004853
366755760	235	1	5	7	3	1	1	3	3	2		2		1	4	2		2	2	1	1	1	2	2	2	1	1	3	2		2		2		2		1	1	1	2	2		1	2	775.776480004853
366735840	235	1	3	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	2		2		2		2		1	1	1	2	1	2	1	1	1171.83780878928
366735840	235	1	4	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	1	2	1	4	2		2		2		1	2	1	1	1	1	1	1	1	1	1171.83780878928
366711600	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	1	4	2		2		2		1	1	2		2		2		845.975999593961
366729480	235	2	3	7	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	1	1	2		1	2	2		1	3	2		1	1	1	3	2		1	2	1469.60922716992
366749640	235	1	4	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		1	4	2		1	2	1	1	1	3	2		1	1	1397.95790868399
366749640	235	1	5	6	5	1	1	3	5	2		1	5	2		2		2	2	2	2	2	2	1	2	2	2		2		1	4	1	3	1	2	1	1	1	3	2		1	2	1397.95790868399
366727800	235	1	4	7	3	1	1	3	5	1	3	1	5	2		1	5	2	2	2	1	2	2	2	2	1	1	2	1	2	1	2	2		1	2	1	1	1	3	1	1	1	2	1849.7612956631
366727800	235	1	5	7	3	1	1	3	3	1	3	2		2		1	5	2	2	2	1	2	2	2	2	1	1	2	1	2	1	2	2		1	2	1	1	1	3	1	1	1	2	1849.7612956631
366686400	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		1	4	1	3	1	1	1	3	2		2		1933.78857369284
366743880	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	5	1	2	1	1	2		1	2	2		3228.32210061228
366725160	235	1	2	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1573.37658706216
366725160	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		1	1	1	1	1	1	1	1	1	2	1573.37658706216
366723120	235	1	3	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		1	4	1	2	1	1	1	1	2		1	2	1296.26544649064
366747000	235	1	3	6	3	2	1	3	0	2		2		2		2		2	2	2	1	2	2	2	2	2	2		2		2		2		2		2		2		2		2		2761.01951152312
366723600	235	1	5	6	4	2	1	1	1	2		2		2		2		2	2	2	2	1	2	2	2	2	1	3	2		2		2		2		1	1	1	3	1	3	1	2	2391.67167243054
366684120	235	1	4	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		1	3	2		1	2	1	1	1	2	2		1	2	1425.36886416435
366684120	235	1	5	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		1	3	2		2		1	2	1	1	1	1	2		1	3	1425.36886416435
366704760	235	2	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	1	1	6	1	2	1	2	2		1	3	1	1	2		2		1	2	1892.78673875557
366716880	235	1	3	1	3	1	1	3	4	1	5	2		2		1	5	2	2	2	1	2	2	2	1	2	1	1	1	2	1	3	2		1	2	1	2	2		1	1	1	1	927.392729327886
366730800	235	1	4	7	4	1	1	3	4	1	4	1	3	1	5	1	4	2	1	1	2	2	2	2	1	1	1	1	1	2	2		1	2	1	1	1	1	1	2	2		1	2	792.019048246106
366730800	235	1	6	6	4	1	1	3	1	1	1	1	1	1	3	1	2	2	2	2	1	1	2	2	2	1	1	1	2		2		1	2	1	2	1	1	1	1	2		2		792.019048246106
366697440	235	1	4	7	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		2		2		1525.42142622366
366697440	235	1	5	6	3	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		2		2		1525.42142622366
366682680	235	1	3	6	4	2	1	2	3	2		2		2		2		2	2	2	1	1	2	2	1	1	2		2		2		1	3	1	2	1	1	1	2	2		1	2	978.653892403644
366720240	235	1	5	7	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	6	2		2		1	2	1	1	1	1	2		2		2201.59727848614
366733080	235	1	2	99	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		2		1	2	1	1	1	2	2		1	2	656.150366525308
366768720	235	1	3	6	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		2		2		2658.4236082996
366670440	235	1	2	6	3	1	1	3	4	1	4	2		2		2		2	2	1	2	1	2	1	2	1	1	2	1	3	2		1	3	1	3	1	1	1	3	1	2	2		1609.90419019417
366737280	235	1	5	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		1	2	1	1	1	3	2		1	2	2062.53975496304
366737280	235	1	6	7	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	1	3	2		2		2		1	3	1	1	1	1	2		2		2062.53975496304
366684360	235	1	5	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	1	1	3	1	3	2		2		1	2	1	1	2		1	1	1	1	1394.12207790313
366740160	235	1	3	6	3	1	1	3	2	2		2		2		2		2	1	1	2	1	2	2	1	1	1	3	2		1	3	1	2	1	2	1	1	1	3	2		1	2	2268.52677602042
366726720	235	1	4	5	3	1	2	3	3	2		2		1	1	2		2	2	2	2	2	2	2	2	1	2		2		2		2		2		1	1	1	1	2		2		1306.18957739064
366722760	235	1	4	6	3	1	1	3	0	2		2		2		1	3	2	2	2	2	1	2	2	2	2	1	3	2		2		1	2	1	2	1	1	1	2	1	2	1	2	2042.21373875537
366769080	235	1	4	6	3	1	1	4	1	2		2		2		2		1	2	1	2	2	2	2	1	2	1	2	1	3	1	2	2		1	1	1	1	1	1	2		1	2	1848.26801638424
366742800	235	1	5	6	3	1	1	3	4	2		2		2		2		2	2	2	1	1	2	2	1	2	1	2	2		2		2		2		1	1	1	2	2		2		2114.97065820821
366742800	235	1	6	7	3	2	2	1	1	2		2		2		2		2	2	2	1	2	2	2	2	2	2		2		2		2		2		1	1	2		2		1	2	2114.97065820821
366671280	235	1	9	7	4	2	1	2	3	2		2		2		2		2	2	2	2	1	2	2	2	2	2		2		2		2		1	2	1	1	1	1	2		2		1770.47013269986
366774120	235	1	3	6	3	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	2		1	3	2		1	3	1	2	2		2		2		1472.07490565592
366720000	235	1	5	7	4	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		1	2	1	2	1	1	1	2	1	2	1	2	2058.71319550911
366737520	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	1	1	2	1	5	1	4	1	3	2		1	2	1	1	1	1	1	2	1	2	1757.02959880071
