DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P271	P262	P5475	P254	P254S1	P254S2	P5470	P5470S1	P5471	P5471S1	P5472	P5472S1	P5473	P5473S1	P5474S1	P5474S2	P5474S3	P5474S4	P5474S5	P5474S6	P5474S7	P5474S8	P5474S9	P5476	P5476S1	P5477	P5477S1	P5478	P5478S1	P5479	P5479S1	P5480	P5480S1	P5481	P5481S1	P5482	P5482S1	P5483	P5483S1	P5484	P5484S1	FEX_P
367065360	235	1	6	7	3	2	1	2	2	2		2		2		1	5	2	2	2	1	2	2	2	2	1	2		2		2		1	3	2		1	1	1	2	1	1	2		1472.55416668411
367076160	235	1	2	6	3	2	1	2	1	2		2		2		2		2	2	2	1	1	2	2	2	1	2		2		2		1	5	1	1	1	1	2		2		2		1524.44151899976
367067160	235	1	2	6	3	1	1	4	0	1	3	2		1	4	1	5	2	1	1	2	1	1	2	1	1	1	2	2		2		1	1	1	1	1	1	1	2	2		1	1	1646.03911128402
367130400	235	1	5	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		1	2	2		961.004580032492
367130400	235	1	6	5	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		2		2		1	1	2		2		2		961.004580032492
367130400	235	1	7	6	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	2		2		2		2		1	1	2		2		2		961.004580032492
367090920	235	1	3	5	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1127.10448179372
367064280	235	1	3	6	4	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	1	1	1	1	1	2		1	2	1645.55745033432
367101720	235	1	3	7	3	1	1	3	5	2		2		2		2		2	2	2	1	1	2	2	2	2	1	2	2		1	3	1	3	1	1	1	1	1	1	2		1	3	2025.11813309877
367074840	235	1	3	5	3	2	2	1	1	2		1	5	2		2		2	2	2	2	1	2	2	2	1	2		2		2		1	5	2		1	1	2		1	1	2		1481.00170530088
367088160	235	1	3	5	3	1	1	4	1	1	5	2		2		2		2	2	2	1	2	2	2	2	1	1	2	2		1	3	2		1	3	1	1	2		1	1	1	3	2474.88028312562
367084680	235	1	3	6	3	1	1	2	3	2		2		2		1	5	2	2	2	1	1	2	1	2	1	1	2	2		2		1	3	1	2	1	1	1	1	2		1	3	226.881702921736
367078680	235	1	3	7	3	2	1	2	2	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	2		2		1	5	1	2	1	1	1	2	2		1	1	1398.31324390648
367058640	235	1	3	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		2		2		1575.37231034042
367067760	235	1	3	6	3	1	1	4	0	1	5	2		1	2	2		2	2	2	1	1	2	2	1	1	1	2	2		1	3	2		1	2	1	1	2		2		1	2	1829.98175822061
367067760	235	1	4	7	3	1	1	3	0	2		1	4	1	3	1	5	2	2	2	1	1	2	2	1	1	1	2	1	2	1	2	2		1	2	1	1	2		1	2	1	2	1829.98175822061
367067760	235	1	6	7	4	1	1	3	4	1	2	1	2	1	2	2		2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	3	2		1	2	1829.98175822061
367067760	235	1	8	7	4	1	1	3	1	1	5	2		1	4	2		2	2	2	1	1	2	2	1	1	1	2	2		1	3	1	5	1	3	1	1	1	2	2		1	2	1829.98175822061
367096080	235	1	2	5	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		1	2	2		1	3	1	2	1	1	2		2		2		1012.55906654938
367203240	235	1	3	7	3	2	1	2	2	2		1	4	2		1	5	2	2	2	1	1	2	1	1	2	2		2		2		2		1	2	1	1	2		2		1	2	1114.42395913078
367245960	235	1	4	5	4	1	1	3	4	2		1	5	2		2		2	2	2	2	2	2	1	2	2	1	3	2		2		2		2		1	1	2		2		2		290.137068854429
367246920	235	1	4	5	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	1	2	2		1	2	542.617100367174
367249200	235	1	4	5	3	1	1	4	0	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	2		2		2		1	2	1	1	2		2		1	2	732.480278982699
367234800	235	1	4	7	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	1	2	2		1	4	1	3	1	3	1	3	1	1	1	3	1	2	2		1119.62895736053
367043640	235	1	2	7	3	1	1	3	4	1	4	2		2		1	5	2	2	2	1	2	2	1	2	1	1	3	2		2		2		1	1	1	1	1	2	2		1	2	1279.9951824527
367085640	235	1	3	7	3	1	1	3	2	1	3	2		2		1	5	1	2	2	1	1	1	1	1	1	1	3	2		2		1	3	1	3	1	1	1	3	2		1	3	226.881702921736
367087320	235	1	3	6	3	1	1	3	5	2		2		2		2		2	2	2	1	2	2	2	1	2	2		2		2		2		2		1	1	2		1	2	1	2	226.881702921736
367107000	235	3	3	7	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2		1	3	1	3	1	3	1	2	1	1	1	2	1	2	1	1	2088.54630382397
367107000	235	1	4	6	4	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	2	2		2		2		2		1	3	1	1	2		2		1	2	2088.54630382397
367107000	235	3	4	6	3	1	2	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2		1	2	2		1	3	1	2	1	1	1	3	1	2	1	2	2088.54630382397
367155840	235	1	4	99	3	1	1	3	1	1	4	2		1	4	1	4	2	2	2	2	2	2	2	1	2	1	2	2		2		2		1	3	1	1	2		1	2	1	2	1308.00821428254
367164000	235	1	4	6	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		2		1308.00821428254
367168440	235	1	4	6	3	1	1	2	3	1	5	2		1	4	1	4	2	2	2	2	1	2	2	2	1	1	2	1	3	2		1	1	1	3	1	1	1	3	1	2	1	3	1130.23926894596
366844200	235	1	3	6	3	1	2	3	3	2		2		1	5	2		2	1	2	1	1	2	2	1	1	1	4	1	4	2		1	2	1	3	1	1	1	2	1	1	1	2	2474.88028312562
366962040	235	1	4	6	3	1	1	3	4	2		1	5	2		1	5	1	2	2	2	2	2	2	2	2	1	5	2		2		2		2		1	2	2		2		1	2	234.801817311472
366793080	235	1	4	6	3	1	1	3	2	1	2	2		2		2		2	2	2	1	1	2	1	1	2	1	6	1	6	2		1	4	1	3	1	1	1	3	1	3	1	3	1468.88340692486
366876600	235	1	2	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	3	2		2		2		1	1	2		2		2		932.75502234571
366866400	235	1	4	7	4	1	1	3	1	1	3	1	4	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	5	1	2	1	1	1	2	1	2	1	1	1528.41083577693
366946200	235	1	6	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	1	2	2	1	1	2		2		1	3	1	2	1	1	2		2		1	2	1094.32559978219
366852360	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	1	2	2		1	2	1	3	1	1	1	2	1	1	2		2466.25629309001
366852360	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	2		2		1	2	1	2	1	1	1	2	1	1	2		2466.25629309001
366855480	235	1	4	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1517.65219268921
366855480	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		2		2		1517.65219268921
366863280	235	1	3	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	1	2	1	2	2		1	2	1	3	1	1	1	1	2		2		2		1820.95598024585
366789360	235	1	3	6	3	2	2	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		2		2		1349.34886009057
367088040	235	1	3	6	3	1	1	3	0	2		2		2		2		2	2	2	1	2	2	2	2	2	2		2		2		1	2	2		1	1	2		1	1	1	1	1490.98323332757
367043520	235	1	6	6	4	1	1	3	3	1	5	2		2		1	5	2	2	2	1	2	2	2	1	2	1	2	2		2		1	5	1	1	1	1	1	3	2		1	2	1162.55798799972
367043520	235	1	7	6	4	2	1	3	2	2		2		2		1	5	2	2	2	2	2	2	2	1	2	2		2		2		1	5	1	1	1	1	2		2		1	2	1162.55798799972
367060080	235	1	2	6	3	2	1	3	0	2		2		2		2		2	2	2	2	1	2	2	2	1	2		2		2		2		2		1	1	2		1	1	2		1646.03911128402
367157040	235	1	5	7	3	1	1	3	4	1	4	2		1	4	1	5	2	2	2	2	2	2	2	2	2	1	2	2		1	3	2		1	3	1	1	1	3	2		1	3	1238.04417955038
367097880	235	1	3	6	3	1	1	3	4	2		1	5	2		2		2	2	1	2	1	2	1	2	2	1	2	2		2		1	2	1	2	1	1	1	2	1	2	2		2474.88028312562
367153200	235	1	5	99	4	1	1	3	2	1	3	1	3	1	3	1	5	2	2	2	2	1	2	2	1	1	1	2	1	3	1	3	1	4	1	2	1	1	2		1	3	1	2	1123.66144217243
367053720	235	1	4	6	3	1	1	3	4	2		2		2		1	5	2	2	1	2	1	2	2	2	1	1	1	2		2		2		1	2	1	1	1	3	2		2		1572.94056978563
367111800	235	1	3	6	3	1	2	3	3	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	2		2		2		2		2		2		2		2		461.431625448318
367111800	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	2		2		2		2		2		2		2		2		461.431625448318
367111800	235	1	5	6	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	1	2	2	2		2		2		2		2		2		2		2		2		461.431625448318
367111800	235	1	6	6	3	2	2	1	1	2		2		2		2		2	2	2	2	2	2	1	2	2	2		2		2		2		2		2		2		2		2		461.431625448318
367157760	235	1	4	6	3	1	1	3	4	1	3	2		2		1	3	2	2	2	2	2	1	1	2	2	1	4	1	4	1	2	2		1	3	1	1	1	1	1	1	1	2	1179.14705449606
367137480	235	1	5	6	4	2	1	3	0	2		1	4	1	3	1	4	2	2	2	1	1	2	2	1	1	2		2		2		2		2		1	1	2		1	2	1	2	613.63723389712
367136400	235	1	3	7	4	1	1	3	2	2		2		2		2		2	2	2	1	1	2	2	2	2	1	2	2		2		1	4	2		1	1	1	2	2		2		460.912756553943
367059120	235	1	4	6	5	2	1	2	3	2		2		2		2		2	2	2	2	1	2	2	2	1	2		2		2		2		1	2	1	1	1	3	2		1	3	1711.19444943497
367086360	235	1	4	6	5	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	2	1	3	2		2		1	1	2		1	3	2		167.725811170303
367101960	235	1	2	5	3	1	1	3	3	1	4	2		1	4	1	4	2	1	2	1	2	2	2	2	1	2		1	2	2		1	5	1	3	1	1	1	2	2		1	2	864.893470790806
367108920	235	1	5	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	3	2		1	3	1	2	1	2	1	2	2		2		1367.48530432777
367162680	235	1	5	6	8	1	1	3	0	2		1	5	2		2		2	2	2	1	1	2	2	1	2	1	2	1	3	1	2	2		2		1	1	2		1	3	1	1	881.413899396894
367153800	235	1	4	7	4	1	1	2	2	2		1	5	2		1	5	2	2	1	1	1	2	1	1	1	1	1	1	1	1	4	2		2		1	1	2		1	1	1	1	986.698766286019
367071720	235	1	2	7	3	1	1	3	2	1	3	2		2		2		2	1	2	1	1	2	2	2	1	1	3	2		1	3	1	5	1	4	1	1	1	2	2		2		1433.81640278112
366897480	235	1	3	7	3	1	1	4	0	1	2	1	4	1	4	2		2	2	2	1	1	2	1	1	1	1	2	2		2		1	3	1	2	1	2	1	1	1	2	1	1	1353.22804699009
366961800	235	1	3	1	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	1	1	1	1	3	2		1	1	199.080063696538
366861480	235	1	5	6	4	1	1	3	2	2		1	2	2		2		2	2	2	2	2	2	2	2	1	1	2	2		2		1	5	2		1	1	2		2		2		2070.14445467779
366902160	235	1	3	6	3	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		1	1	1	1	1	2	2		2		1356.73369264067
366904800	235	1	4	6	3	1	1	3	3	1	4	2		1	5	2		2	2	2	2	1	1	2	1	1	1	1	2		1	2	2		1	2	1	1	1	1	2		1	2	1450.10805042259
366781800	235	1	4	7	4	1	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		2		1	1	1	3	2		2		1671.59546653627
366884520	235	1	2	7	3	1	1	4	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	4	1	1	2		2		2		1107.13777311167
366884520	235	1	3	7	3	2	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		2		1107.13777311167
366884520	235	1	4	7	3	2	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		2		1107.13777311167
366899160	235	1	8	2	3	1	1	3	2	2		2		2		2		1	2	2	2	2	2	2	1	2	1	6	2		2		2		2		1	1	2		1	2	1	2	4571.93122403613
367082160	235	1	5	5	4	1	1	3	0	2		2		2		2		2	1	2	1	2	2	2	2	2	1	2	2		2		2		2		1	1	1	2	2		2		165.747110257937
367156200	235	1	6	6	3	1	1	3	5	1	5	1	5	1	4	1	3	2	2	1	2	1	1	1	1	2	1	1	1	4	1	3	2		1	2	1	1	1	3	1	1	1	1	1296.49518545193
367061640	235	1	3	99	3	1	1	3	3	2		1	5	2		2		2	2	2	1	1	2	2	2	2	1	2	2		1	3	2		1	1	1	1	2		2		2		1704.90655744892
366899160	235	1	9	99	3	1	1	3	2	2		2		2		2		1	2	2	2	2	2	2	2	2	1	6	1	4	1	2	2		2		1	1	2		1	2	2		4571.93122403613
366899160	235	1	10	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		1	1	1	2	4571.93122403613
366899160	235	1	11	6	3	2	1	2	3	2		2		2		2		1	2	2	2	2	2	2	1	2	2		2		2		2		2		1	1	2		1	2	1	2	4571.93122403613
366775920	235	1	3	7	3	1	1	3	2	2		2		1	3	1	5	2	2	2	1	2	2	1	2	1	1	1	2		2		1	4	1	2	1	1	2		1	2	2		1874.79828842988
366823800	235	1	5	6	4	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		1	2	1718.75192486602
366823800	235	1	6	6	4	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		2		1718.75192486602
366894720	235	1	3	6	3	1	1	3	2	2		2		1	5	2		2	2	2	2	2	2	2	2	1	1	3	1	4	2		2		1	2	1	1	1	2	1	2	1	1	2944.72873266159
367197480	235	1	2	6	3	1	1	3	0	2		2		2		2		1	2	2	1	1	2	2	2	2	2		2		2		1	5	2		1	1	1	4	2		1	3	236.756235662002
367191600	235	1	4	7	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		1	1	2		1	1	2		2		2		725.627848003517
367196160	235	1	2	6	3	1	1	3	3	2		2		2		1	3	2	2	2	1	1	2	2	2	2	1	2	2		1	4	1	4	1	1	1	1	2		2		1	2	178.285408430176
367176480	235	1	3	1	3	1	1	3	3	1	2	2		1	5	1	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2		1	2	1	1	2		1	1	1	2	993.692057180848
367176480	235	1	4	1	3	1	1	3	2	1	5	2		1	5	1	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	2		1	4	1	1	2		1	1	1	2	993.692057180848
367183200	235	1	4	6	3	1	1	2	3	1	1	1	5	2		1	5	2	2	2	1	2	2	1	2	1	1	1	2		2		1	3	1	2	1	1	1	3	2		1	2	198.261542141992
367192560	235	1	2	6	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	2	2		2		2		699.464031816606
367200960	235	1	4	6	3	2	1	3	0	2		2		2		1	5	2	2	2	2	2	2	2	1	2	2		2		2		1	5	1	2	1	1	1	2	2		2		198.261542141992
367189800	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		1	1	1	2	1	2	1	2	1	2	1	2	655.555750997951
367056840	235	1	4	6	3	1	1	3	3	2		2		1	5	1	5	2	1	2	2	1	2	2	2	1	1	2	1	3	2		1	3	1	4	1	1	1	3	1	1	2		1649.78460010491
367095360	235	1	2	5	4	1	1	3	1	2		2		1	4	2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		1	1	1	1	2		2		1	2	731.190454662228
367154760	235	1	3	6	3	1	1	3	2	2		2		1	4	1	5	2	2	1	1	2	2	1	2	2	1	1	1	2	1	2	1	4	1	2	1	1	1	2	1	1	1	1	1023.91705513051
367070280	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	1	1	2	2	1	2	1	1	2		1	4	2		1	3	1	1	1	3	2		1	1	1481.00170530088
367161480	235	1	6	6	4	1	1	3	5	2		2		2		2		2	2	1	2	2	2	1	1	2	1	2	2		2		1	5	1	2	1	1	2		2		1	2	1697.30582436789
367093200	235	1	3	7	3	1	1	3	4	2		2		2		2		2	2	2	2	1	2	2	2	1	1	1	2		2		1	5	1	1	1	1	1	1	2		1	1	2025.11813309877
367137360	235	1	3	7	3	1	1	3	1	1	5	2		1	3	1	4	2	2	2	1	1	2	2	2	2	1	2	1	4	1	4	2		2		1	1	2		1	1	2		685.028233378829
367104240	235	1	3	7	3	1	1	3	3	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	1	3	2		1	2	1	3	1	1	1	1	2		2		1012.55906654938
367106400	235	1	3	5	3	1	1	3	2	1	3	2		1	3	1	3	2	2	2	2	2	2	2	2	2	1	2	2		2		2		1	2	1	1	2		2		1	1	1012.55906654938
367093080	235	1	2	5	3	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		1	1	1	1	2		2		1	1	898.013651305051
367083480	235	1	4	6	3	1	1	2	3	1	3	2		1	3	2		2	2	2	2	2	2	2	1	2	2		2		2		1	5	1	2	1	1	1	2	1	2	2		236.065743217864
367127040	235	1	3	6	3	1	1	2	3	2		2		2		2		2	2	2	1	1	2	2	2	1	2		2		2		2		2		1	1	1	2	1	1	2		2761.01951152312
367084200	235	1	3	6	3	2	1	2	2	1	3	2		2		1	5	1	2	2	1	1	2	2	1	1	2		2		2		2		2		2		2		2		1	2	173.117702220499
367082880	235	1	2	7	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		274.473831732668
367082880	235	1	3	7	3	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		274.473831732668
367069200	235	1	2	7	3	1	1	3	4	2		2		1	2	2		2	2	2	1	2	2	2	1	1	1	2	1	2	2		1	5	1	2	1	1	1	2	2		1	2	1619.71911393725
367143960	235	1	4	6	4	1	1	3	1	2		1	5	2		2		1	2	2	2	2	2	2	1	2	1	2	2		2		2		1	3	1	2	1	3	2		2		591.907240595045
367161720	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	1	2	2		2		2		2		1	2	1	1	1	3	2		1	2	1559.50848036445
367161720	235	1	6	6	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	2		2		1	2	1559.50848036445
367097400	235	1	5	6	3	1	1	3	3	2		2		2		2		2	2	2	1	1	2	2	1	2	1	2	1	5	1	3	2		1	1	1	1	1	2	1	1	1	1	2206.13304778933
367071240	235	1	3	7	3	1	1	3	1	1	3	1	3	1	3	2		1	1	1	1	1	2	1	2	1	1	3	2		2		1	2	1	1	1	1	1	1	2		1	1	1378.18356164458
367071240	235	1	4	7	3	2	1	2	2	1	4	2		2		2		1	1	1	1	1	2	1	2	1	2		2		2		1	2	1	1	1	1	1	1	2		1	1	1378.18356164458
367058760	235	2	2	6	3	1	1	4	0	2		2		2		2		2	2	2	2	2	2	2	2	1	1	4	2		2		2		1	3	1	1	1	1	2		2		1700.19881670745
367139520	235	1	4	7	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		1	4	2		1	2	1	1	1	2	2		1	2	788.013082544772
366961440	235	1	5	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		150.915707061873
366779880	235	1	3	7	4	1	1	3	0	2		2		2		2		2	2	1	2	2	2	2	2	1	2		2		2		2		2		1	1	1	3	2		2		1738.88112301264
366779880	235	1	4	7	4	2	1	2	1	2		2		2		2		2	2	1	2	2	2	2	2	1	2		2		2		2		2		1	2	2		2		2		1738.88112301264
366807960	235	1	4	6	4	1	1	3	4	2		2		2		2		2	2	2	2	1	2	1	1	1	1	2	2		2		1	4	1	1	1	1	2		1	1	1	1	1926.34507776553
366807960	235	1	5	6	4	2	1	2	2	2		2		2		2		2	2	2	2	1	2	1	2	2	2		2		2		1	4	1	1	1	1	1	1	2		1	1	1926.34507776553
366898080	235	1	6	6	4	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	1	2	1	6	2		2		2		1	2	1	1	2		2		1	2	711.882640062625
366821640	235	1	3	6	3	1	1	3	5	2		2		2		2		2	2	2	1	2	1	2	1	1	1	6	2		2		1	2	1	2	1	1	1	2	1	1	1	2	1845.28318046484
366821640	235	1	4	6	3	1	1	3	2	1	5	2		2		1	5	2	2	2	1	2	1	2	1	1	1	5	1	6	2		1	5	1	4	1	1	1	1	2		1	2	1845.28318046484
366962640	235	1	5	7	4	1	1	3	2	2		2		2		2		2	2	2	1	2	2	1	2	2	2		2		2		1	4	1	2	1	1	1	3	1	1	1	1	1016.63736815948
367150080	235	1	5	5	3	1	1	3	1	1	2	2		2		2		2	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		2		1	2	1069.7153694424
367073880	235	1	3	6	4	1	1	3	2	1	5	2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		1	3	2		1	1	2		1	3	2		1460.53250623331
367073880	235	1	4	6	4	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		2		1	1	2		2		2		1460.53250623331
367056240	235	1	5	7	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2		2		1	2	1	2	1	1	2		1	3	1	2	1784.82754045114
367146960	235	1	4	1	3	1	1	3	4	2		2		2		1	4	2	2	2	2	2	2	1	2	2	1	3	1	3	1	4	2		1	2	1	1	1	2	1	1	1	2	1243.75217852208
367146960	235	1	5	1	3	1	1	3	5	2		1	5	1	4	1	3	2	2	2	2	2	2	1	1	1	1	2	1	3	1	4	2		1	2	1	1	1	2	1	2	1	2	1243.75217852208
367087200	235	1	4	6	3	1	1	3	4	1	1	1	3	1	3	1	5	1	2	2	1	2	2	1	1	2	1	1	1	3	1	3	2		1	3	1	1	1	3	1	2	1	2	182.301742516627
367122360	235	1	3	6	3	1	1	2	0	2		2		2		2		2	2	2	1	2	2	2	2	1	1	2	2		2		2		1	3	1	1	2		1	1	1	1	1803.55000228124
367122360	235	1	4	6	3	1	1	2	0	2		2		2		2		2	2	2	1	2	2	2	2	1	1	1	1	2	1	2	2		1	2	1	1	2		1	1	1	2	1803.55000228124
367083840	235	1	2	6	3	1	1	2	3	1	3	2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	1	2	2		2		217.697662625608
367116240	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		1	2	1	1	1	2	2		2		435.493506493506
367116240	235	1	4	6	3	2	1	3	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		1	4	1	2	1	1	1	2	2		2		435.493506493506
367074240	235	1	4	7	4	1	1	3	4	2		1	5	2		2		2	2	2	2	1	2	1	2	2	1	1	2		2		2		1	3	1	1	1	3	1	1	1	3	1864.1258154387
367077840	235	1	5	7	3	1	1	2	3	1	5	2		1	4	2		2	1	1	1	1	2	2	1	1	1	2	1	3	1	3	1	5	1	2	1	1	2		2		1	3	1696.96990262467
367086480	235	1	3	6	3	1	1	3	5	2		2		2		1	3	2	2	2	2	2	2	2	2	2	1	3	2		2		2		1	2	1	1	1	2	1	2	1	2	252.090781024152
367086240	235	1	4	6	4	1	1	4	1	1	3	2		2		2		2	2	2	1	2	2	2	2	2	1	2	2		2		2		1	3	1	1	2		2		1	3	242.794711316986
367086240	235	1	5	7	4	1	1	3	0	2		2		2		2		2	2	2	2	2	2	2	1	2	2		2		2		2		2		1	1	2		2		2		242.794711316986
367086240	235	1	6	7	4	1	1	2	0	2		2		1	5	2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		242.794711316986
367086240	235	1	7	7	4	1	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		1	1	2		2		2		242.794711316986
367086240	235	1	11	7	4	2	1	3	0	2		2		2		2		2	2	2	1	2	2	2	1	2	2		2		2		2		2		1	1	1	2	2		2		242.794711316986
367086240	235	1	12	6	4	2	1	2	0	2		2		2		2		2	2	2	1	2	2	2	1	2	2		2		2		2		2		1	1	1	2	2		2		242.794711316986
367129320	235	1	5	6	4	1	1	3	5	2		2		2		1	5	2	2	2	2	1	2	2	2	2	2		1	3	1	2	2		1	3	1	1	1	3	2		1	2	800.77216159393
367055640	235	1	4	7	4	1	1	4	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	2		2		2		1	1	1	2	1	1	2		2		1629.23681048227
367049640	235	1	8	6	4	2	1	2	3	2		2		2		2		2	2	1	2	1	2	2	2	2	2		2		2		2		2		1	1	2		2		2		1410.93792332299
367196400	235	1	3	7	3	1	1	2	3	2		1	5	2		1	5	2	2	2	1	2	2	1	1	2	2		2		2		1	4	1	2	1	1	1	2	2		1	2	1155.85674059851
367209240	235	1	3	6	3	1	1	3	0	2		2		2		1	4	2	2	2	1	2	1	1	2	2	2		2		2		1	5	2		1	1	2		1	1	2		246.74430251791
367182840	235	1	2	7	3	1	1	3	2	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	2	2		2		2		2		1	1	2		1	2	1	2	146.581414963252
367183920	235	1	2	5	3	1	1	3	3	2		2		2		1	5	2	2	2	2	2	2	2	2	1	1	4	2		2		1	4	1	2	1	1	1	2	1	2	1	2	165.709283584089
367183920	235	1	3	5	3	1	1	3	2	2		2		2		1	5	2	2	2	2	2	2	2	2	1	2		1	3	2		1	4	1	2	1	1	1	2	1	2	1	2	165.709283584089
367186680	235	1	4	6	3	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	2		2		2		2		2		2		2		1	2	2		235.016442762801
367193640	235	1	3	6	3	1	1	2	3	1	1	2		2		1	4	2	2	2	1	2	2	2	1	2	1	3	2		2		1	1	1	3	1	1	2		1	1	1	3	246.74430251791
367171560	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	1	2	2	2	1	2		2		2		1	5	1	3	1	1	1	3	2		2		984.039670435533
367171560	235	1	4	6	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	1	2		2		2		1	5	1	3	1	1	1	3	2		2		984.039670435533
367152840	235	1	4	7	3	1	1	3	2	1	2	2		2		2		2	2	2	2	2	2	2	2	2	1	1	2		2		2		1	2	1	1	1	2	2		1	3	1121.1698386606
