DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	P6008	P6007	P6007S1	FEX_P
367453920	234	1	3	2		1631.00515147695
367473720	234	1	2	1	1	764.082808813136
367426200	234	1	6	2		1348.43559510785
367442280	234	1	3	2		1676.98572242526
367444680	234	1	3	2		1631.00515147695
367428960	234	1	4	2		862.24967335278
367428720	234	1	3	2		657.520692327434
367444800	234	1	4	2		1615.6382239646
367489440	234	1	5	2		973.651580207826
367486200	234	1	7	1	1	1312.53063456408
367454640	234	1	2	2		1727.80347158966
367464000	234	1	2	2		1676.98572242526
367466880	234	1	5	2		1113.12203539192
367458840	234	1	1			1834.85126380925
367462200	234	1	2	2		1621.10199785705
367491960	234	1	5	2		1111.22294651561
367487040	234	1	2	2		1021.4743104291
367484520	234	1	3	2		1180.64637032112
367477440	234	1	2	2		1713.11658352156
367449840	234	1	7	2		1872.06247026295
367474200	234	1	3	2		916.814713883018
367473120	234	1	8	2		730.368419156435
367478880	234	1	4	2		793.868001130591
367524840	234	1	4	2		3774.14359671756
367548000	234	1	4	2		1099.86143515012
367552920	234	1	4	2		1177.595296065
367538760	234	1	4	2		1148.81080162991
367558440	234	1	4	2		1075.14569638707
367553760	234	1	5	2		1337.05909065017
367536960	234	1	3	2		850.028503682545
367546080	234	1	3	2		1539.61232531066
367551840	234	1	4	2		1310.48214852595
367613880	234	1	4	2		208.035363384548
367634880	234	1	2	2		1143.17878911123
367614240	234	1	2	2		156.188507655186
367614960	234	1	4	2		258.908208232423
367632720	234	1	2	2		183.637089357289
367631280	234	1	1			183.637089357289
367619280	234	1	4	2		235.231655687295
367614480	234	1	2	2		156.188507655186
367631400	234	1	5	2		169.073060760546
367630560	234	1	3	2		170.440991545988
367623840	234	1	2	2		156.188507655186
367621920	234	1	1			154.265158929969
367629480	234	1	4	2		160.850619349307
367627080	234	1	3	2		175.226068397624
367633320	234	1	3	2		197.554908650721
367626120	234	1	5	2		155.730877900301
367624320	234	1	1			183.637089357289
367625400	234	1	1			183.637089357289
367623720	234	1	5	2		160.850619349307
367612440	234	1	4	2		197.554908650721
367633080	234	1	2	2		194.117544091117
367628760	234	1	3	2		248.427753498596
367632000	234	1	3	2		183.637089357289
367429560	234	1	5	2		1196.02215322324
367467360	234	1	2	2		628.670123649031
367621200	234	1	3	2		177.484081720212
367697880	234	1	1			183.037996396415
367708560	234	1	1			183.037996396415
367706040	234	1	1			239.906189312451
367682400	234	1	2	2		195.156538424091
367695000	234	1	3	2		307.198592437595
367708440	234	1	4	2		211.986925788225
367680720	234	1	2	2		165.627397738392
367690560	234	1	4	2		198.612301126503
367699680	234	1	4	2		287.462732139498
367705080	234	1	1			217.888246012092
367706160	234	1	1			250.059327905973
367704240	234	1	4	2		307.198592437595
367683960	234	1	3	2		220.680334585004
367541640	234	1	4	2		1249.79587632873
367554480	234	1	5	2		1148.09019771052
367547400	234	1	2	2		1350.67565646366
367555800	234	1	1			1177.28688420258
367530000	234	1	1			1292.7685875994
367535160	234	1	2	2		850.783011141565
367544520	234	1	4	2		1233.93509428165
367546800	234	1	1			1359.81128858143
367547280	234	1	4	2		1148.09019771052
367548960	234	1	5	2		1449.19662765932
367613160	234	1	4	2		323.69887237373
367627560	234	1	5	2		191.401901013643
367626480	234	1	5	2		171.331074083134
367629240	234	1	3	2		231.794291127691
367627680	234	1	6	2		145.396508215418
367612560	234	1	1			154.265158929969
367613520	234	1	4	2		242.274745861518
367619400	234	1	5	2		150.035500018109
367618200	234	1	1			202.193900453411
367624080	234	1	3	2		258.908208232423
367630320	234	1	1			154.265158929969
367632240	234	1	2	2		214.188371021626
367477200	234	1	3	2		1021.68465906663
367486560	234	1	6	2		1056.01956026365
367487760	234	1	1			1191.04169343715
367433880	234	1	5	2		1587.56533777808
367467480	234	1	8	2		1055.43165987608
367434480	234	1	3	2		1709.68574837639
367434480	234	2	3	2		1709.68574837639
367441560	234	1	4	2		1649.78460010491
367486440	234	1	3	2		1082.34663682249
367425120	234	1	3	2		1137.08918786178
367454520	234	1	2	2		1768.47490675314
367448040	234	1	2	2		1621.10199785705
367450080	234	1	7	2		1792.26202937627
367434600	234	1	2	2		1656.75303926747
367434600	234	2	1			1656.75303926747
367463640	234	1	3	2		1540.38003525831
367490280	234	1	2	1	2	1076.02936259321
367436880	234	1	4	2		1587.56533777808
367484400	234	1	8	2		1054.65603207692
367477680	234	1	2	2		704.635678034864
367557720	234	1	4	2		1098.44311739981
367543680	234	1	5	2		1100.55176807216
367543200	234	1	2	2		1139.97916205426
367695960	234	1	2	2		221.966732212333
367702320	234	1	3	2		358.398357843861
367686240	234	1	3	2		228.547876357443
367691760	234	1	2	2		188.075750828896
367687200	234	1	2	2		157.024490693655
367685400	234	1	2	2		195.156538424091
367689480	234	1	4	2		150.838549711498
367704480	234	1	2	2		230.323467607876
367707240	234	1	3	2		221.966732212333
367682040	234	1	1			184.619988126483
367697160	234	1	3	2		307.198592437595
367708680	234	1	4	2		223.022828905564
367707600	234	1	2	2		198.152385713995
367701000	234	1	2	2		230.323467607876
367679400	234	1	1			184.619988126483
367693320	234	1	3	2		198.612301126503
367679280	234	1	4	2		178.097591288871
367679880	234	1	3	2		242.75868920366
367681200	234	1	2	2		195.156538424091
367693440	234	1	3	2		198.612301126503
367714440	234	1	1			277.843697673303
367681320	234	1	1			184.619988126483
367715160	234	1	4	2		283.548789777161
367702800	234	1	3	2		230.714517826871
367690440	234	1	4	2		216.229639019306
367687440	234	1	3	2		167.561040991263
367680480	234	1	1			155.090847440784
367698480	234	1	3	2		210.587607309779
367704600	234	1	2	2		195.473217992199
367713840	234	1	4	2		257.384853378619
367679520	234	1	5	2		106.857016854359
367693800	234	1	5	2		281.367088574511
367454880	234	1	1			1536.63454643742
367450920	234	1	4	2		1649.78460010491
367441800	234	1	4	2		1481.00170530088
367441920	234	1	7	2		1700.71539144556
367442760	234	1	4	2		1700.90125514865
367542600	234	1	3	2		1130.81109791314
367692960	234	1	3	2		178.434047144325
367709400	234	1	3	2		234.401953808118
367689360	234	1	3	2		148.904906458626
367687920	234	1	2	2		167.897496846718
367690080	234	1	2	2		195.156538424091
367685040	234	1	1			211.879029703856
367704000	234	1	1			250.059327905973
367486080	234	1	3	2		1226.54766236193
367427760	234	1	4	2		1312.86381878632
367435800	234	1	5	2		1678.19045399672
367465200	234	1	1			998.333946935851
367470120	234	1	3	2		656.919178534444
367442520	234	1	4	2		1624.84748667794
367463040	234	1	1			1627.25966265606
367423080	234	1	5	2		1392.35198552324
367492320	234	1	2	2		789.400169596059
367476120	234	1	4	2		885.539469707248
367491720	234	1	6	2		1197.79460274832
367446720	234	1	3	2		1583.81984895719
367469160	234	1	3	2		1156.74988059029
367428840	234	1	1			940.589425301214
367448520	234	1	3	2		1602.59929758514
367464960	234	1	5	2		1676.98572242526
367445160	234	1	4	2		1583.81984895719
367458720	234	1	3	2		1631.00515147695
367536240	234	1	7	2		805.357947920164
367558800	234	1	5	2		1031.51693729173
367530840	234	1	4	2		1123.805483219
367557960	234	1	4	2		1099.86143515012
367555320	234	1	2	2		1250.81369218164
367556040	234	1	4	2		1044.966201342
367534680	234	1	3	1	1	886.831911986392
367546560	234	1	1			1359.81128858143
367541400	234	1	4	2		1291.73242288056
367537440	234	1	5	2		765.715480242525
367545360	234	1	1			1295.24457521739
367550400	234	1	3	2		1196.31896027091
367550280	234	1	2	2		1515.10799001304
367537920	234	1	2	2		774.634027439826
367536720	234	1	1			810.386036004907
367540800	234	1	5	2		888.960843070199
367538520	234	1	3	2		1434.48087553708
367530720	234	1	3	2		1357.68549283534
367536360	234	1	6	2		1037.60140780946
367534440	234	1	4	2		1039.72366394936
367531200	234	1	2	2		927.22888712305
367534920	234	1	4	1	1	963.277787967877
367531560	234	1	3	2		963.277787967877
367541280	234	1	3	2		1185.30582982387
367554120	234	1	5	2		1233.32172444026
367539240	234	1	2	2		1044.966201342
366604800	234	1	2	2		1723.13457261399
366606120	234	1	2	2		502.410838741092
366606120	234	2	2	2		502.410838741092
366610800	234	1	3	2		320.370497427101
366611280	234	1	5	2		320.370497427101
366608400	234	1	8	2		1102.00101700209
366606240	234	1	5	2		548.733466527924
366610440	234	1	1			320.370497427101
366605880	234	1	2	2		420.922743730678
366605880	234	2	1			420.922743730678
366609600	234	1	4	2		320.370497427101
366609480	234	1	4	2		1473.70428816466
366614160	234	1	4	2		1842.13036020583
366606360	234	1	1			717.235853790042
366609240	234	1	3	2		729.758143075007
366605040	234	1	5	2		1777.37399024947
366605040	234	2	1			1777.37399024947
366614040	234	1	2	2		400.463121783876
366611760	234	1	4	2		320.370497427101
366614400	234	1	1			320.370497427101
366609720	234	1	4	2		1166.90303030303
366605640	234	1	1			543.370986537154
366605160	234	1	2	2		2216.70347692134
366609120	234	1	3	2		651.49961075524
366611640	234	1	8	2		1473.70428816466
366613560	234	1	2	2		400.463121783876
366607680	234	1	3	2		626.723515516501
366167520	234	1	3	2		1916.56657196964
366169080	234	1	3	2		1973.19991873061
366162000	234	1	4	2		1233.59217579254
366170280	234	1	4	2		788.869701983634
366166920	234	1	6	2		3132.24455062544
366166080	234	1	1			1706.29250657507
366161520	234	1	1			1636.83455156259
366165480	234	1	5	2		435.493506493506
366170520	234	1	4	2		458.371238080533
366168720	234	1	5	2		1897.73984373681
366167760	234	1	3	2		2421.60087615604
366168960	234	1	5	2		1336.87104897902
366170400	234	1	4	1	3	511.47098965012
366164160	234	1	6	2		1227.87561528283
366439440	234	1	1			1311.66898659025
366408000	234	1	2	2		1583.81984895719
366390360	234	1	6	2		1526.92329847598
366559680	234	1	7	2		1247.38788962326
366458760	234	1	3	2		956.222237196752
366413760	234	1	3	2		1540.38003525831
366569280	234	1	3	2		693.838306132919
366553200	234	1	4	2		799.057784077189
366169680	234	1	2	2		938.960896698553
366161040	234	1	2	1	1	1875.13201783488
366164280	234	1	2	2		954.340536712546
366170040	234	1	3	2		556.146402909645
366169440	234	1	6	2		1067.00341834501
366169560	234	1	3	2		1041.05836926672
366164040	234	1	2	2		1207.1654498054
366165120	234	1	3	2		2474.88028312562
366167880	234	1	7	2		1120.54640381387
366167880	234	2	13	2		1120.54640381387
366168120	234	1	4	2		1155.65719478723
366164400	234	1	3	2		1462.51766053488
366170160	234	1	3	2		437.388189195575
366161400	234	1	3	2		3707.80560750984
366164640	234	1	5	2		2000.69799885165
366167400	234	1	4	2		2010.96953712816
366167160	234	1	1			1684.38408825436
366166200	234	1	3	2		2092.2807381612
367533000	234	1	2	2		1221.93645668373
367460040	234	1	3	2		1668.28730037681
367476360	234	1	1			2202.34588903984
367446360	234	1	4	2		1700.71539144556
367446360	234	2	4	2		1700.71539144556
367468200	234	1	4	2		1105.94891383484
367465800	234	1	5	2		1146.14752524162
367448880	234	1	3	2		1935.11361577575
367427880	234	1	3	2		657.520692327434
367485360	234	1	3	2		1067.37560246991
367549920	234	1	2	2		1446.87256098708
367547040	234	1	4	2		1301.46271797499
367546680	234	1	2	2		1346.76265778937
367535400	234	1	2	2		1197.06983518765
367557600	234	1	6	2		1355.09295053858
367537800	234	1	4	2		813.225095378699
367530360	234	1	4	2		1234.70957913222
367538280	234	1	2	2		774.634027439826
367549440	234	1	5	2		1634.46901766639
367548600	234	1	2	2		1350.67565646366
367536000	234	1	3	1	3	737.83061913598
367554240	234	1	4	2		1097.02479964951
367553160	234	1	2	2		1196.31896027091
367543920	234	1	5	2		1137.07706726347
367551240	234	1	3	2		1224.19280343806
367531800	234	1	4	2		814.276495117465
367535520	234	1	4	1	1	1039.72366394936
367535520	234	2	1			1039.72366394936
367548840	234	1	1			1093.1949639024
367545480	234	1	3	2		1293.53301938747
367532760	234	1	4	2		801.467488807606
367559160	234	1	2	2		762.771739945394
367543320	234	1	3	2		1300.25855779119
367557120	234	1	2	2		1250.81369218164
367545720	234	1	3	2		1417.42845026402
367540320	234	1	7	2		1305.24351021537
367553400	234	1	5	2		1073.40954945711
367530120	234	1	3	2		1270.62673209381
367537200	234	1	7	2		830.403749652917
367553640	234	1	3	2		962.179239186845
367537320	234	1	4	2		815.32789485623
367622400	234	1	3	2		204.597998824944
367615440	234	1	4	2		187.964536454039
367630080	234	1	3	2		258.908208232423
367623600	234	1	1			202.193900453411
367628280	234	1	2	2		156.188507655186
367614720	234	1	2	2		164.745613663797
367620000	234	1	5	2		277.693479575505
367633440	234	1	1			183.637089357289
367615080	234	1	4	2		204.597998824944
367627800	234	1	4	2		180.921446279816
367624440	234	1	1			210.751006462022
367626720	234	1	3	2		181.476864219591
367626720	234	2	4	2		181.476864219591
367617240	234	1	3	2		204.597998824944
367613400	234	1	2	2		194.117544091117
367631040	234	1	2	2		167.003626986384
367623240	234	1	3	2		197.554908650721
367632480	234	1	5	2		218.515818118375
367628400	234	1	4	2		187.964536454039
367617600	234	1	1			183.637089357289
367619880	234	1	4	2		177.484081720212
367634280	234	1	1			210.751006462022
367613280	234	1	3	2		248.427753498596
367612920	234	1	4	2		206.521347550161
367628160	234	1	4	2		197.554908650721
367618800	234	1	6	2		336.102675832774
367696680	234	1	2	2		221.966732212333
367714560	234	1	4	2		319.403035710553
367679760	234	1	4	2		243.57149669953
367682160	234	1	4	2		298.172395957127
367711200	234	1	4	2		234.401953808118
367681440	234	1	5	1	1	154.630768269365
367703280	234	1	3	2		273.468946109471
367683360	234	1	4	2		150.838549711498
367679040	234	1	4	2		234.968589654794
367713600	234	1	1			305.628067440634
367692120	234	1	3	2		195.156538424091
367688400	234	1	3	2		169.831140099589
367686600	234	1	3	2		121.645864881253
367701360	234	1	2	2		163.302136098318
367680840	234	1	3	2		260.293987979295
367706880	234	1	3	2		307.198592437595
367705440	234	1	1			183.037996396415
367710240	234	1	7	2		172.515205192031
367696440	234	1	4	2		234.401953808118
367691280	234	1	3	2		205.693088721699
367686120	234	1	4	2		181.889809846738
367689120	234	1	1			203.27612265912
367686360	234	1	2	2		138.368356161019
367687560	234	1	3	2		195.156538424091
367435920	234	1	3	2		1540.38003525831
367485600	234	1	2	1	1	986.346376310311
367441440	234	1	4	2		1716.51383798707
367437240	234	1	5	2		1816.38960033094
367457040	234	1	2	2		1663.38437058948
367481520	234	1	6	2		854.264225531479
367483080	234	1	1			811.944768699407
367584840	234	1	1			1497.3858987419
367567320	234	1	3	2		1577.66218415817
367578720	234	1	3	2		1481.00170530088
367575720	234	1	3	2		1561.27452819656
367571880	234	1	4	2		1587.56533777808
367585680	234	1	4	2		1671.7625849001
367588320	234	1	3	2		1671.58967095635
367567800	234	1	2	2		1544.57120126166
367581120	234	1	2	2		1544.57120126166
367568160	234	1	4	2		1583.81984895719
367573680	234	1	5	2		1544.1255240792
367583040	234	1	1			1735.74364016647
367587360	234	1	7	2		1920.57941891244
367586520	234	1	5	2		1524.49860451683
367566720	234	1	3	2		1780.66588620571
367572720	234	1	4	2		1852.15956074109
367586280	234	1	1			1243.39067853316
367586280	234	2	3	2		1243.39067853316
367568400	234	1	5	2		1632.78414150218
367565160	234	1	5	2		1540.38003525831
367571040	234	1	3	2		1540.38003525831
367563480	234	1	2	2		1583.81984895719
367574520	234	1	3	2		1668.28730037681
367563360	234	1	4	2		1496.94022155943
367588080	234	1	4	2		1449.54132651381
367588560	234	1	5	2		1640.80503418057
367588800	234	1	4	2		1017.3054941756
367588800	234	2	2	2		1017.3054941756
367428000	234	1	4	2		1087.08969692847
367436760	234	1	4	2		1715.47260289658
367472880	234	1	1			811.944768699407
367487520	234	1	1			1191.04169343715
367454160	234	1	5	2		1518.71517720815
367476240	234	1	3	2		688.99805594698
367426320	234	1	3	2		820.479400884251
367486680	234	1	4	2		1067.37560246991
367475040	234	1	3	2		536.266150877098
367439400	234	1	5	2		1864.1258154387
367490040	234	1	1			1083.30735591272
367456200	234	1	4	2		1731.88945939427
367430160	234	1	9	2		1067.6829103415
367433400	234	1	7	1	3	1758.46673941299
367438560	234	1	5	2		2033.89527534534
367489080	234	1	5	2		888.021868521176
367458360	234	1	2	2		1627.25966265606
367446960	234	1	5	2		1523.0403571008
367446240	234	1	4	2		1587.56533777808
367444320	234	1	4	2		1624.84748667794
367490880	234	1	4	2		1164.71461687831
367440960	234	1	4	2		1528.18700782065
367463160	234	1	3	2		1481.00170530088
367462320	234	1	1			1536.63454643742
367447200	234	1	6	2		1454.58089991227
367461840	234	1	3	2		1783.84953002243
367451520	234	1	2	2		1660.35064555257
367423800	234	1	3	2		914.279886603871
367478400	234	1	2	2		916.814713883018
367467120	234	1	2	1	1	1073.757560827
367471200	234	1	3	2		2823.23256615023
367490640	234	1	4	2		1083.68539071871
367485840	234	1	4	1	1	1226.54766236193
367436160	234	1	7	2		1469.37371750904
367491120	234	1	4	2		1444.44035552366
367440720	234	1	3	2		1501.13138756279
367489680	234	1	4	2		1036.82337958767
367439160	234	1	3	2		1371.25762364862
367426560	234	1	4	2		1364.89403203741
367447560	234	1	7	2		1628.59297549883
367452840	234	1	5	2		1437.56189160201
367440480	234	1	4	2		1768.81557021536
367468680	234	1	4	2		1158.66749924847
367484760	234	1	8	2		957.317017668516
367449960	234	1	7	2		1319.37027133297
367426080	234	1	4	2		1120.63075093222
367491600	234	1	7	2		1398.43653687863
367451760	234	1	4	2		1776.69110780529
367459440	234	1	5	2		1656.60695162916
367445400	234	1	2	2		1433.81640278112
367477080	234	1	2	2		853.315131908862
367546320	234	1	3	2		1217.62923106129
367552800	234	1	4	2		1065.30323555536
367535760	234	1	5	2		1646.27943884296
367539720	234	1	1			1472.13129306681
367555680	234	1	4	2		1392.06386757942
367559880	234	1	4	2		799.057784077189
367544040	234	1	5	2		1288.42982619238
367544640	234	1	4	2		1146.67187996021
367539360	234	1	4	2		1250.58031626969
367549560	234	1	6	2		1229.09384998631
367552680	234	1	3	2		1044.966201342
367543080	234	1	4	2		1300.25855779119
367537080	234	1	4	2		914.716773092937
367548480	234	1	2	2		1350.67565646366
367534320	234	1	4	2		677.511997689947
367540080	234	1	4	2		1566.74531778696
367552440	234	1	3	2		1299.44295663943
367554840	234	1	1			1542.23278321284
367477080	234	2	2	2		853.315131908862
367460400	234	1	2	2		1672.78580324464
367436400	234	1	2	2		1621.10199785705
367597920	234	1	2	2		1414.71889613086
367599120	234	1	7	2		1064.40733425267
367599960	234	1	7	2		1439.81271824473
367598640	234	1	5	2		1146.98310667511
367555920	234	1	3	2		1196.31896027091
367551600	234	1	2	2		1196.31896027091
367551360	234	1	2	2		1481.99516362806
367549080	234	1	4	2		1288.34349567637
367532040	234	1	4	2		814.276495117465
367530240	234	1	2	2		1140.69467504604
367622280	234	1	5	2		198.444991187866
367580160	234	1	1			2304.95181965613
367619640	234	1	3	2		194.117544091117
367622520	234	1	4	2		167.003626986384
367622880	234	1	1			210.751006462022
367620720	234	1	4	2		160.850619349307
367616760	234	1	1			183.637089357289
367634160	234	1	3	2		197.554908650721
367629720	234	1	4	2		197.554908650721
367629360	234	1	2	2		194.117544091117
367621560	234	1	5	2		215.078453558771
367624200	234	1	4	2		197.554908650721
367633800	234	1	1			183.637089357289
367719720	234	1	1			1775.19235926116
367720800	234	1	4	2		1501.13138756279
367721160	234	1	4	2		1715.47260289658
367720920	234	1	4	2		1790.0698175965
367722120	234	1	1			1536.63454643742
367722360	234	1	2	2		1552.06217890344
367722360	234	2	2	2		1552.06217890344
367722360	234	3	2	2		1552.06217890344
367476960	234	1	5	2		673.360433859095
367424160	234	1	2	2		665.749910792214
367434840	234	1	3	2		1501.13138756279
367462920	234	1	2	2		1810.07982737964
367425600	234	1	1			782.591576355292
367468560	234	1	3	2		769.122936698484
367436280	234	1	3	2		1481.00170530088
367488120	234	1	2	2		1076.02936259321
367443960	234	1	3	2		1630.99062556762
367465560	234	1	3	2		573.137761811257
367458000	234	1	4	2		1437.56189160201
367479120	234	1	2	2		822.159858477223
367453440	234	1	3	2		1501.13138756279
367437480	234	1	4	2		2339.62833412281
367429920	234	1	3	2		1137.08918786178
367476600	234	1	4	2		732.807564637366
367457760	234	1	2	2		1453.94608504302
367425840	234	1	5	2		1174.97701239074
367489560	234	1	1			1191.04169343715
367428480	234	1	3	2		1224.97650332405
367466160	234	1	2	2		812.705742014895
367442640	234	1	2	2		1935.77981539212
367438080	234	1	3	2		1608.05586602612
367459680	234	1	3	2		1631.00515147695
367453800	234	1	1			1703.79045925145
367434720	234	1	5	2		1504.87687638368
367540920	234	1	3	2		1130.81109791314
367530960	234	1	2	2		1251.59877095926
367544760	234	1	3	2		1043.54788359169
367556760	234	1	4	2		1148.09019771052
367538040	234	1	2	2		886.831911986392
367549200	234	1	4	2		1276.48320134878
367547640	234	1	2	2		1286.10894309963
367557360	234	1	3	2		1130.81109791314
367532640	234	1	5	2		1034.00784097664
367542960	234	1	7	2		1119.79796746609
367554720	234	1	4	2		1148.09019771052
367554360	234	1	4	2		1146.67187996021
367533600	234	1	5	2		991.162649074422
367547760	234	1	4	2		1339.81310610793
367548720	234	1	2	2		1462.1676181089
367536600	234	1	4	2		914.716773092937
367556160	234	1	3	2		962.179239186845
367551120	234	1	2	2		1350.67565646366
367549320	234	1	5	2		1164.33048049493
367546200	234	1	4	2		1299.44295663943
367554960	234	1	5	2		1097.02479964951
367556280	234	1	4	2		1267.48570784575
367542120	234	1	4	2		1373.8611787425
367541160	234	1	4	2		1419.3180175322
367554600	234	1	4	2		1148.09019771052
367556880	234	1	1			1358.89042436936
367550760	234	1	3	2		1528.43102443259
367546440	234	1	2	2		1282.19594442533
367534200	234	1	4	2		955.113748229595
367535880	234	1	3	2		736.779219397214
367536480	234	1	2	1	3	774.634027439826
367624800	234	1	1			210.751006462022
367628520	234	1	5	2		211.472727944152
367630920	234	1	2	2		194.117544091117
367616880	234	1	2	2		194.117544091117
367617120	234	1	1			202.193900453411
367629600	234	1	2	2		137.631696559064
367625760	234	1	6	2		218.263528719019
367627200	234	1	4	2		215.078453558771
367622160	234	1	4	2		197.554908650721
367616160	234	1	3	2		177.484081720212
367613640	234	1	2	2		156.188507655186
367614000	234	1	5	2		217.001802283988
367627920	234	1	3	2		231.794291127691
367620120	234	1	4	2		194.117544091117
367612320	234	1	4	2		180.921446279816
367629840	234	1	4	2		196.040892816334
367618560	234	1	4	2		167.003626986384
367623960	234	1	2	2		164.745613663797
367626360	234	1	3	2		194.117544091117
367630200	234	1	2	2		187.074453916893
367621320	234	1	4	2		197.554908650721
367630440	234	1	2	2		164.745613663797
367630680	234	1	3	2		148.112151292892
367620600	234	1	2	2		108.259766131744
367623480	234	1	1			154.265158929969
367624920	234	1	5	2		198.444991187866
367615200	234	1	1			202.193900453411
367715280	234	1	1			277.843697673303
367692840	234	1	1			211.879029703856
367685520	234	1	4	2		161.71155586456
367681920	234	1	2	2		211.879029703856
367708800	234	1	7	2		324.768396926851
367699200	234	1	2	2		220.170329014354
367702680	234	1	6	1	1	279.459292818521
367708200	234	1	4	2		179.815843894344
367697280	234	1	1			217.888246012092
367697040	234	1	2	2		252.341410908235
367691520	234	1	4	2		148.904906458626
367684320	234	1	4	2		293.055278535231
367711320	234	1	1			239.906189312451
367712280	234	1	4	2		214.666093510021
367715760	234	1	3	2		165.58421910058
367705800	234	1	4	2		178.019440696364
367695480	234	1	4	2		169.662705300821
367681080	234	1	1			155.090847440784
367694520	234	1	1			239.906189312451
367713120	234	1	4	2		299.494277140572
367709160	234	1	2	2		294.76337084181
367679640	234	1	4	2		148.904906458626
367690800	234	1	2	2		195.156538424091
367699320	234	1	2	2		185.320079398677
367455960	234	1	1			1707.3717182638
367487160	234	1	1			1031.86963354512
367450800	234	1	3	2		1583.81984895719
367426800	234	1	5	2		854.020454888
367430640	234	1	2	2		1028.47674076348
367443600	234	1	3	2		1779.27834706577
367476480	234	1	3	2		2346.48850918275
367476480	234	2	1			2346.48850918275
367466280	234	1	5	2		927.493830470964
367433040	234	1	5	2		1624.84748667794
367475280	234	1	1			932.452335970902
367449240	234	1	5	2		1760.50068955152
367485480	234	1	2	2		1024.59164022562
367453080	234	1	5	2		1522.02934302163
367446480	234	1	3	2		1390.37658908224
367458600	234	1	3	2		1631.00515147695
367442160	234	1	2	2		1518.15854412118
367457160	234	1	2	2		1727.80347158966
367474320	234	1	2	2		796.307146611522
367469400	234	1	2	2		580.310883368336
367424400	234	1	5	2		1038.02430427732
367430520	234	1	1			1049.20187239951
367427400	234	1	3	2		753.637226254481
367473000	234	1	1			720.273300122749
367695120	234	1	5	2		123.830415502124
367684440	234	1	3	2		228.547876357443
367682760	234	1	4	2		270.830538276903
367701600	234	1	2	2		230.323467607876
367705560	234	1	3	2		294.76337084181
367703640	234	1	2	2		343.890599315445
367700520	234	1	4	2		190.851747011682
367688640	234	1	3	2		167.561040991263
367701120	234	1	3	2		283.218470737604
367710360	234	1	3	2		210.587607309779
367688280	234	1	4	2		148.904906458626
367702920	234	1	6	2		189.422411031593
367695840	234	1	4	2		202.230871914236
367694760	234	1	4	2		311.277078637837
367436040	234	1	4	2		1587.56533777808
367473360	234	1	3	2		896.707232411768
367427280	234	1	2	2		870.478891817559
367439520	234	1	4	2		1631.00515147695
367475160	234	1	4	2		761.643663332204
367490160	234	1	2	1	1	986.346376310311
367491840	234	1	8	2		1285.02763027763
367435560	234	1	4	2		1623.69869580944
367475640	234	1	5	2		796.307146611522
367445760	234	1	4	2		1649.78460010491
367425240	234	1	4	2		1422.18052184798
367425240	234	2	5	2		1422.18052184798
367468080	234	1	8	2		1037.12761548677
367438680	234	1	4	2		1693.22441380379
367477560	234	1	4	2		2351.02427848594
367473600	234	1	1			659.212863629525
367442880	234	1	3	2		1583.81984895719
367479480	234	1	1			932.452335970902
367491480	234	1	4	2		1338.35911656359
367461960	234	1	4	2		1754.7212505921
367461720	234	1	5	2		1587.56533777808
367443360	234	1	1			1830.66712048807
367484640	234	1	7	2		1189.82526268706
367443000	234	1	2	2		1536.63454643742
367456680	234	1	1			1646.39415689724
367427040	234	1	9	2		722.136985627462
367444440	234	1	3	2		1732.9275396656
367556520	234	1	2	2		1196.31896027091
367531680	234	1	2	2		886.831911986392
367542840	234	1	5	2		1065.30323555536
367532280	234	1	3	2		851.079903421311
367539120	234	1	1			1147.68969581313
367557480	234	1	3	2		1188.60842651204
367533120	234	1	4	2		1039.72366394936
367557000	234	1	1			1358.89042436936
367448640	234	1	5	2		1572.08526436423
367441080	234	1	3	2		1563.35064988962
366582480	234	1	4	2		958.786169441667
366492840	234	1	2	2		1239.1164868614
366580080	234	1	3	2		320.370497427101
366401880	234	1	3	2		1814.16901478977
366441960	234	1	1			1005.32865628666
366553560	234	1	5	2		1750.54188007907
366420240	234	1	3	1	3	1616.91083185369
366435840	234	1	6	2		1115.63256814884
366407640	234	1	6	2		1653.5300889258
366500280	234	1	2	2		2150.38233346281
366525480	234	1	4	1	1	940.868422789894
366557880	234	1	2	2		762.771739945394
366381360	234	1	7	2		1991.79600225404
366558960	234	1	6	2		1044.74527526129
366424560	234	1	6	2		1487.79397045449
366460200	234	1	4	2		1022.08464144578
366543840	234	1	5	2		2816.67408747567
366506400	234	1	1			1773.80295244299
366462720	234	1	1			785.022143680089
366453480	234	1	4	2		2206.13304778933
366453480	234	2	2	2		2206.13304778933
366411600	234	1	2	2		1841.493818235
366411600	234	2	3	2		1841.493818235
366552480	234	1	3	2		1660.69149897363
366392880	234	1	3	2		1536.26676215841
366480000	234	1	3	2		1113.52882452933
366424920	234	1	6	2		1389.00699417935
366521880	234	1	5	2		1705.92889373746
366534480	234	1	4	2		1356.14496660751
366412320	234	1	5	2		1900.17932059292
366387840	234	1	5	2		1505.65491330926
366495720	234	1	2	2		1239.1164868614
366463440	234	1	2	2		701.429326407559
366450240	234	1	1			764.381941874421
366450240	234	2	1			764.381941874421
366445920	234	1	3	2		897.058287004822
366562680	234	1	2	2		768.734557020593
366554280	234	1	1			1423.64315421045
