Directorio	Nro_encuesta	Hogarnmero	Personanmero	P5485	P5485s1	P5486	P5486s1	P5487	P5487s1	P5488	P5488s1	P5489	P5489s1	P5490	P5490s1	P5491	P5492s1	P5492s2	P5492s3	P5492s4	P5492s5	P5492s6	P5492s7	P5492s8	P5492s9	P5493	P5494	P5495s1	P5495s2	P5495s3	P5495s4	P5495s5	P5495s6	P5495s7	P5495s8	P5495s9	P5496	P5497	P5497s1a1	P5497s1a2	P5497s1a3	P5497s1a4	P5497s1a5	P5497s1a6	P5497s1a7	P5498	P5498s1	P5499s1	P5499s2	P5499s3	P263	P264	P265	P267	P266	P255s1	P255s2	P255s3	P255s4	P255s5	P268	P256s1	P256s2	P256s3	P256s4	P256s5	P257s1	P257s2	P257s3	P257s4	P257s5	P257s6	Fex_c
304392500	209	1	4	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	3	2		2						2	2	2	2	1	2	1	2	2	2	2	2	761.037342860303
304392700	209	1	4	2		2		2		2		2		2		2											2											1	1	1	1	2	2	1	1	1	1	2	1	2	1	4	1	2		1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	502.8469420858
304393000	209	1	3	1	4	2		1	4	2		2		2		1	2	1	1	2	1	2	2	1	2	2	1	2	1	1	2	1	2	2	1	2	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	3	1	2		1	1	2	2	2	4	2	1	2	2	2	2	2	1	2	2	1	529.066406172053
304393000	209	1	4	1	4	2		1	4	2		2		2		1	2	1	1	2	1	2	2	1	2	2	1	2	1	1	2	1	2	2	1	2	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	3	1	2		1	1	2	2	2	3	2	1	2	2	2	1	1	1	1	1	1	529.066406172053
304393600	209	1	4	2		1	2	1	2	1	2	1	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2											2								1	1	1	1	2	1	2	1	2		1	1	2	2	2													836.19888202243
304393900	209	1	3	2		2		2		2		2		2		2											2											2								1	3	2	1	2	1	3	2		2																		889.641790016495
304394200	209	1	3	2		2		2		2		2		2		1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	3	1	1	2	1	2	2		1						3	2	1	2	2	2	2	2	2	2	2	1	2924.64105397569
304394600	209	1	5	1	2	2		2		2		2		2		2											1	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	1	1	1	3	1	1	2	1	3	2		1						2	2	1	2	2	2	1	2	1	2	2	1	3838.15200324909
304394700	209	1	3	2		2		2		2		2		1	4	1	2	2	2	2	1	2	2	1	2	2	2											1	1	1	2	2	2	1	2	1	2	2	1	2	1	3	2		2						2	1	1	2	2	2	1	2	1	1	2	1	3693.1955474403
304395100	209	1	4	1	2	1	3	2		2		1	4	2		1	2	2	2	2	1	2	2	2	2	2	2											1	1	2	2	2	2	1	1	1	3	2	1	2	1	3	1	3		1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	3075.21968758439
304395200	209	2	2	2		2		2		2		2		2		2											2											1	1	1	2	2	2	2	2	2					1	5	1	3		2	1	2	2	2	1	1	2	2	2	2	1	2	1	1	1	1	2698.34050190173
304395800	209	1	4	2		2		2		2		2		2		2											2											2								2					2		2		1																		4441.62028099282
304395800	209	1	5	1	2	2		2		1	4	2		2		2											2											2								1	3	1	2	2	1	3	2		1																		4441.62028099282
304395900	209	1	5	2		2		2		2		2		2		2											2											2								1	3	2	1	2	1	2	1	2		1	1	1	2	2													1401.66688898599
304396200	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	1	2		1	2	2	2	2													1784.82955262833
304397100	209	1	3	1	4	2		2		2		2		2		1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	1	5	1	1	1	1	3	1	3		1	1	2	2	2	3	1	1	2	2	2	1	1	1	1	1	2	1094.31369738418
304397100	209	1	4	2		2		2		2		2		2		2											2											2								1	4	1	1	1	2		99																				1094.31369738418
304397400	209	1	5	2		2		2		2		2		2		1	1	1	1	1	1	2	1	1	2	2	2											2								2					1	5	1	4		1	1	2	2	2													681.772379750679
304397400	209	1	6	2		2		2		2		2		2		1	2	2	1	1	2	2	1	1	2	2	2											2								2					99		99																				681.772379750679
304397400	209	1	8	2		2		2		2		2		2		2											2											2								2					99		99																				681.772379750679
304397500	209	1	2	2		2		2		2		2		2		2											2											2								1	3	1	1	1	1	3	2		2																		995.740331807619
304397600	209	1	3	1	3	2		2		2		2		2		2											1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	2	1	4	1	1	1	1	5	1	3		1	1	2	2	2	3	1	2	2	2	2	1	1	2	1	2	2	1094.31369738418
304397600	209	1	4	1	2	2		2		2		2		2		1	2	1	1	1	2	1	1	1	2	2	2											2								1	4	1	1	1	1	5	1	3		2	1	2	1	2													1094.31369738418
304397700	209	1	5	2		2		2		2		2		2		2											2											2								2					2		1	3		1	2	2	2	2													1252.87805295322
304540300	209	1	4	2		2		2		2		2		2		2											2											2								2					1	5	99																				626.991042955327
304540300	209	1	5	2		2		2		2		2		2		2											2											2								2					99		99																				626.991042955327
304540600	209	1	3	1	2	2		2		2		2		2		2											2											2								1	1	1	1	2	2		2		2																		682.744223843454
304540700	209	1	6	1	3	2		2		2		2		2		2											2											2								1	1	1	1	1	1	2	2		3																		975.82732408931
304541000	209	1	3	1	2	2		2		2		2		2		2											2											2								1	2	1	1	2	2		2		2																		1003.75651749859
304541300	209	1	4	1	3	2		2		2		2		2		2											2											1	2	2	2	2	1	1	2	1	2	1	1	2	2		2		2						3	2	2	2	1	2	1	2	2	2	2	1	813.315055923628
304542000	209	1	3	2		2		2		2		2		2		2											2											2								2					99		1	3		1	1	2	2	2													1319.22008593658
304542000	209	1	4	2		2		2		2		2		2		2											2											2								2					99		99																				1319.22008593658
304542000	209	1	5	2		2		2		2		2		2		2											2											2								1	2	2	1	1	2		1	3		1	1	2	2	2													1319.22008593658
304542000	209	1	6	2		2		2		2		2		2		2											2											2								1	1	2	1	1	2		1	2		1	1	2	2	2													1319.22008593658
304542100	209	1	3	2		2		2		2		2		2		2											2											2								1	2	2	1	1	2		99																				1081.45290552282
304542400	209	1	3	1	2	2		1	2	2		2		2		2											2											1	1	2	2	1	1	1	2	1	4	1	1	2	2		1	3		2	1	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	1103.95696160038
304542400	209	1	4	1	2	2		1	2	2		2		2		2											2											2								2					1	3	1	2		2	1	2	2	2													1103.95696160038
304542400	209	1	5	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	2		1																		1103.95696160038
304542500	209	1	2	1	4	2		1	2	2		2		2		2											2											1	1	2	1	1	2	1	2	2					2		1	3		1	2	2	2	2	2	2	2	1	1	2	1	2	2	1	1	2	1104.17357711674
304542500	209	1	3	1	3	2		1	3	2		2		2		2											2											2								2					2		1	2		1	2	2	2	2													1104.17357711674
304542800	209	1	3	1	2	1	2	1	3	2		2		2		2											2											2								2					2		1	2		1	1	2	2	2													1300.10915572193
304542900	209	1	4	1	3	2		2		2		2		2		2											2											1	1	2	2	2	1	2	1	1	2	1	1	2	1	3	1	3		1	2	2	2	2	1	2	1	2	2	2	1	2	2	1	2	1	1305.08855950606
304543100	209	1	6	2		2		2		2		2		2		2											2											2								2					1	3	99																				1559.30041010122
304543200	209	1	3	2		2		2		2		2		2		2											2											2								1	2	1	2	2	1	3	99																				1300.10915572193
304543600	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	1	1	2	2	2					1	3	2		2						2	1	1	2	2	2	1	1	2	2	2	2	1341.39185951459
304543700	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	1	1	1	2	1	3	1	1	1	2		1	2		1	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	1	1243.31576245381
304543700	209	1	4	2		2		2		2		2		2		2											2											2								1	2	1	1	1	1	3	1	3		1	1	2	2	2													1243.31576245381
304543800	209	1	5	2		2		2		2		2		2		2											2											1	1	2	2	1	1	1	1	2					2		1	2		1	1	2	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1227.50255570487
304543900	209	1	3	2		2		2		2		2		2		2											2											2								1	2	2	1	1	2		1	2		1	1	2	2	2													1109.15298090087
304543900	209	1	4	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	4	2		4																		1109.15298090087
304544300	209	1	6	2		2		2		2		2		2		2											2											2								1	1	1	1	2	2		1	2		1	1	2	2	2													1366.64474104194
304544400	209	1	3	2		2		2		2		2		2		2											2											1	2	1	2	2	2	1	1	1	1	1	1	2	2		2		2						1	2	1	2	2	2	1	2	1	1	1	2	1341.17524399823
304544400	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	99																				1341.17524399823
304544900	209	1	4	2		2		2		1	5	2		2		2											2											1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2		2						2	2	1	2	2	2	1	2	1	1	1	1	1397.96863726635
304545000	209	1	5	2		2		2		2		2		2		2											2											2								1	1	1	1	1	1	3	2		2																		1357.05495372332
304545000	209	1	7	2		1	4	2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	1	1	1	1	1	3	2		2						3	2	2	2	1	2	1	2	2	2	2	1	1357.05495372332
304545300	209	1	5	1	3	2		2		2		1	5	2		2											1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	3	1	2		1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1322.29874321974
304546000	209	1	4	2		2		2		2		2		2		2											2											2								2					1	2	1	5		1	2	2	2	2													192.762056178143
304548100	209	1	3	1	2	1	2	1	4	2		1	2	1	3	2											2											1	2	1	2	2	1	1	2	2					99		99								3	1	2	1	2	2	1	1	1	1	2	2	146.109481485391
304548200	209	1	3	1	2	1	2	1	4	2		1	4	1	2	2											2											1	1	1	1	1	1	1	2	2					99		99								3	1	2	2	1	2	1	1	1	1	1	2	178.703628544116
304548500	209	1	4	2		2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	2	1	2		1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	129.022373145206
304548600	209	1	4	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	1	1	1	1	1	3	1	2		1	1	2	2	2	2	1	2	2	1	2	1	2	2	2	2	1	713.03109538211
304548600	209	1	5	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								1	2	1	2	1	1	3	2		1																		713.03109538211
304548700	209	1	3	1	2	2		2		2		2		2		2											2											2								1	1	1	1	2	1	5	1	3		1	1	2	2	2													799.404449310554
304549300	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	2	1	4		1	2	2	2	2													975.668042505554
304549400	209	1	3	2		2		2		2		2		2		2											2											2								2					1	1	1	2		1	1	2	2	2													1117.25524622018
304549800	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	1	1		1	1	2	2	2													1036.98665875871
304550200	209	1	6	2		2		2		2		2		2		2											2											2								2					1	1	1	2		1	1	2	2	2													1006.37455550385
304550700	209	1	3	2		2		2		2		2		2		2											2											2								2					2		2		1																		1036.98665875871
304550900	209	2	4	2		2		2		2		2		2		2											2											2								2					2		2		1																		863.151746785017
304551000	209	1	3	2		2		2		2		2		1	2	2											1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	1	1	2	1	3	1	2		1	1	2	2	2	1	2	1	2	2	2	1	2	2	1	1	1	1050.27321715092
304551000	209	1	4	2		2		1	2	2		2		1	2	2											2											2								1	2	1	1	2	2		1	2		1	2	2	2	2													1050.27321715092
304551100	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	2		2																		911.301124665325
304551200	209	1	3	2		2		2		2		2		2		2											2											2								1	2	1	1	1	1	3	2		2																		1130.5418046124
304551200	209	1	4	2		2		2		2		2		2		2											2											2								1	2	1	1	1	1	3	1	3		1	1	2	2	2													1130.5418046124
304551700	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	1	1	3	2		2																		1224.09695046608
304551700	209	1	4	2		2		2		2		2		2		2											2											2								1	2	1	1	1	1	3	2		1																		1224.09695046608
304551700	209	1	5	2		2		2		2		2		2		2											2											2								1	2	1	1	1	1	3	2		1																		1224.09695046608
304551800	209	1	7	1	3	2		2		2		2		2		2											1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	1	3	1	2		1	1	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	900.111977023796
304551900	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	1	1	3	2		1																		671.421741593765
304552200	209	1	5	2		2		2		2		2		2		2											2											2								2					1	2	2		3																		1043.33478574263
304552800	209	1	5	2		2		2		2		2		2		2											2											2								2					2		2		3																		1043.33478574263
304553100	209	1	8	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	3	2	1	2	1	5	2		2						3	2	2	2	1	2	1	2	2	2	2	2	963.066198281149
304553600	209	1	6	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	5	2		1																		803.280254039399
304553900	209	1	5	2		2		2		2		2		1	5	2											2											1	1	2	2	2	2	1	2	1	2	1	1	2	2		2		2						3	2	2	2	1	2	1	2	1	2	1	1	1257.39532642728
304554100	209	1	5	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	2		1																		1088.57658374287
304554200	209	1	3	2		2		2		2		2		2		2											2											2								1	1	2	1	2	1	3	1	3		1	1	2	2	2													1036.98665875871
304554400	209	1	2	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	1	1	1	2	1	5	2		2						2	1	2	2	2	2	1	2	2	2	2	1	1028.70509099725
304554500	209	1	2	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	2	1	3	1	2		1	1	2	2	2	1	2	1	2	2	2	2	2	1	2	2	1	1041.99164938946
304554500	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	1	1	1	2	1	2	1	3	1	3		1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	1	1041.99164938946
304554600	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	2	1	2	2		2		5						3	2	2	2	1	2	2	2	2	2	2	1	1117.25524622018
304554700	209	1	6	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	1	1	2	2	1	2	2		1	3		2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1185.81575382253
304554700	209	1	8	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	2	2	1	2	2		2		2						2	2	2	2	1	2	1	2	2	2	2	2	1185.81575382253
304554700	209	1	9	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	2	2	1	2	1	5	1	2		1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1185.81575382253
304554900	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	2	2	1	2	1	5	1	2		1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1036.98665875871
304555300	209	1	4	2		1	5	1	1	2		2		1	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	1	1	2		1	2		2	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	842.385654818518
304555300	209	1	5	2		2		1	1	2		2		1	1	2											2											1	1	1	2	2	2	1	1	1	1	1	1	1	2		2		2						1	2	1	2	2	2	1	2	1	1	2	1	842.385654818518
304556100	209	1	4	2		2		2		2		2		2		1	2	2	2	2	2	2	2	1	2	2	2											1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	1	2		1	2	2	2	2	1	2	2	2	1	2	1	2	1	1	1	1	1125.53681398164
304556200	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	2	1	2	2		2		2						3	2	2	2	1	2	2	2	2	2	2	1	1059.18015461443
304556400	209	1	2	1	1	1	4	2		2		2		1	5	2											1	2	2	1	2	2	2	2	2	2	2	2								1	1	2	1	2	1	3	2		1																		911.476273296992
304557100	209	1	4	2		2		2		2		2		1	2	2											2											2								1	1	2	1	2	1	5	2		2																		1011.54096166946
304557800	209	1	3	1	2	2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	4	2	1	2	1	5	2		2						2	2	2	2	1	2	2	2	2	2	2	1	158.900791188094
304557900	209	1	3	2		2		2		2		2		2		1	2	2	2	2	2	2	2	1	2	2	2											2								1	2	2	1	2	1	2	1	1		1	1	2	2	2													193.880987548551
304558600	209	1	3	1	3	2		2		2		2		2		1	2	2	2	2	2	2	2	1	2	2	1	2	1	1	1	2	1	2	1	2	2	1	2	2	2	2	2	1	2	1	2	2	1	2	1	3	1	2		1	1	2	2	2	3	2	2	2	2	1	2	2	2	2	2	1	194.348427461106
304558900	209	1	3	1	3	1	3	2		2		1	4	2		1	2	2	1	2	2	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	2	1	1	5	2	1	2	1	3	1	2		1	2	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1251.27721118615
304559300	209	1	4	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	3	2	1	2	1	5	2		3						3	1	2	2	2	2	1	2	1	2	2	1	1212.00027065282
304559500	209	1	3	1	2	2		2		2		2		2		2											2											2								1	3	2	1	2	2		2		3																		1518.76585863433
304559500	209	1	4	2		2		2		2		2		2		2											2											2								1	2	2	1	1	1	3	2		1																		1518.76585863433
304559600	209	1	2	1	1	2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	5	2		1						2	2	1	2	2	2	1	2	2	1	2	1	1034.15633379265
304560700	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	1	2	1	2	2					1	3	2		2						3	2	1	2	2	2	1	2	2	2	2	2	1247.15839171701
304560700	209	1	4	2		2		2		2		2		2		2											2											1	1	2	2	1	2	1	2	2					1	3	2		2						3	2	1	2	2	2	1	2	2	2	2	2	1247.15839171701
304560900	209	1	3	2		2		2		2		2		2		2											2											2								2					2		2		2																		1456.2758527552
304560900	209	1	4	2		2		2		2		2		2		2											2											2								2					2		2		5																		1456.2758527552
304560900	209	1	5	2		2		2		2		2		2		2											2											2								2					99		2		5																		1456.2758527552
304561300	209	1	3	1	2	1	1	2		2		2		2		2											2											1	2	1	2	2	2	1	2	2					1	3	1	3		1	1	2	2	2	3	2	1	2	2	2	1	2	2	2	2	1	536.707571613199
304562300	209	1	5	1	1	1	1	2		2		2		2		2											2											2								2					1	3	1	3		1	1	2	2	2													1251.36720434005
304562800	209	1	4	2		2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	2											1	2	2	2	2	1	2	2	2					2		1	1		1	1	2	2	2	1	2	1	2	2	2	1	2	2	2	2	1	1108.20758438868
304562800	209	1	5	2		2		2		2		2		2		1	2	1	2	2	1	2	2	2	2	2	2											1	2	2	2	2	2	1	2	2					1	3	2		5						1	2	1	2	2	2	2	2	2	2	2	1	1108.20758438868
304564500	209	1	5	1	3	1	4	2		2		2		2		2											2											1	1	2	2	1	2	2	2	2					1	3	1	3		1	1	1	1	2	3	1	2	2	1	2	1	2	1	1	1	1	4042.13747272127
304564500	209	1	6	1	3	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					2		1	5		1	2	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	4042.13747272127
304564600	209	1	4	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	1	2					2		1	2		1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	3834.33970028706
304564800	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	2					1	3	1	3		1	1	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	4040.75624817536
304564900	209	1	2	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	2	1	1	2	1	1	1	1	3	1	2		1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	4955.7862265948
304565100	209	1	3	2		2		2		2		2		2		2											2											1	1	1	2	2	2	2	2	1	1	1	1	2	1	3	1	1		1	2	2	2	2	2	2	1	2	2	2	1	2	1	2	2	1	8723.85295107983
304566600	209	1	2	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	2	2	1	2	1	3	2		2						3	1	2	2	1	2	1	2	2	2	2	2	9709.6427570988
304566600	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	2	2	1	2	2		2		1						3	1	2	2	2	2	1	2	2	2	2	1	9709.6427570988
304566700	209	1	4	2		2		2		2		2		2		2											2											2								2					1	3	2		1																		7986.65946956958
304569400	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	1	2	1	2	2		2		1						2	1	2	2	2	2	2	2	2	2	2	1	2269.844310917
304569500	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	2					1	3	1	4		2	1	2	2	2	3	1	2	2	2	2	1	2	2	2	2	2	1903.36131996095
304569500	209	1	6	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	2	2	1	2	1	5	99								3	1	2	2	2	2	2	2	2	2	2	1	1903.36131996095
304570100	209	1	3	1	1	1	2	1	2	1	4	2		1	3	2											2											2								2					1	3	1	2		1	2	2	2	2													1156.17518072319
304570100	209	1	4	2		1	2	1	2	2		2		2		2											2											2								2					2		99																				1156.17518072319
304570300	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	2					1	2	1	3		1	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2220.08373728877
304570600	209	1	4	2		2		2		2		2		2		2											2											2								2					2		1	2		1	1	2	2	2													605.832802026367
304571300	209	1	5	2		2		2		2		2		2		2											2											2								2					2		2		2																		1116.10355006943
304571500	209	1	2	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	2					2		1	2		1	1	2	1	2	2	2	2	2	1	2	1	2	2	1	1	2	1641.83716652554
304571700	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	2					2		1	2		1	1	2	1	2	2	2	2	2	1	2	1	2	2	1	1	2	2471.90109937071
304572400	209	1	3	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	1	1	2	1	3	1	1		1	2	2	2	2	3	2	1	2	2	2	2	2	1	2	2	1	2924.64105397569
304572700	209	1	3	1	2	2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	1	1	1	2	2	1	2	1	3	2		2						3	2	2	2	1	2	1	2	1	2	1	1	648.566994951316
304573500	209	1	4	1	3	1	4	1	5	2		1	4	2		2											2											1	1	2	2	2	2	1	1	1	2	2	1	2	1	1	1	4		1	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	1	819.840123583338
304573700	209	1	3	2		1	5	2		2		1	5	2		2											2											1	2	2	2	2	2	2	2	1	2	1	1	2	1	3	1	2		1	1	2	2	2	4	1	2	2	2	2	1	1	2	2	2	1	759.142107336619
304575000	209	1	4	1	3	2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	2					1	1	2		2						3	2	2	2	1	2	1	2	1	1	1	1	544.549777229266
304575000	209	1	5	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	2					2		1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	1	2	2	1	544.549777229266
304575000	209	1	7	1	2	2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	2					1	3	1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	1	2	2	1	544.549777229266
304575000	209	1	8	2		2		2		2		2		2		2											2											2								1	1	2	1	2	1	3	2		99																		544.549777229266
304575100	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					1	2	2		5						3	2	2	2	1	2	2	2	2	2	2	1	732.426323379526
304575800	209	1	3	1	1	1	1	1	3	2		2		2		1	2	1	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	1	2	1	3	1	2		1	1	2	2	2	4	2	2	2	1	2	1	2	2	1	1	1	602.920121286746
304575800	209	1	4	1	1	1	1	1	1	2		1	5	2		1	2	1	1	1	2	1	1	1	2	2	1	2	1	1	1	2	2	2	2	2	2	2								1	1	2	1	2	1	3	1	2		2	2	1	2	2													602.920121286746
304576300	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	2		1																		625.285483218182
304577100	209	1	4	2		1	1	2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	1	2	1	1	1	1	2	1	2	1	2		1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1200.88814255484
304577100	209	1	5	2		1	2	2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	1	1	2	1	1		1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1200.88814255484
304577300	209	1	3	1	2	1	1	1	1	2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								1	1	1	1	2	1	3	1	2		1	1	1	2	2													1131.99129744527
304578200	209	1	2	2		2		2		2		1	3	2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	2	2		2		2						3	2	2	2	1	2	1	2	2	1	1	1	998.886685641959
304578200	209	1	3	2		2		2		2		1	4	2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	2	2		2		2						4	2	2	2	1	2	1	2	2	2	2	1	998.886685641959
304579900	209	1	4	2		2		2		2		2		2		2											2											2								1	3	2	1	2	1	5	1	4		1	2	2	2	2													2064.97646877565
304580300	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	2	1	1	2	2		2		2						3	1	2	2	2	2	1	2	2	2	2	2	1471.89122619479
304580300	209	1	4	1	1	1	2	2		1	2	2		2		2											2											2								1	1	2	1	2	1	3	1	1		1	1	2	2	2													1471.89122619479
304580600	209	1	5	1	3	1	5	1	4	1	4	1	5	1	5	1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	5	2	1	2	1	3	2		3						2	2	1	2	1	2	1	2	1	2	1	1	104.695047077125
304583400	209	1	3	2		2		2		2		2		2		2											2											1	2	2	1	2	2	2	2	2					2		1	2		1	1	2	2	2	3	1	2	2	2	2	2	2	2	2	1	2	203.929341481317
304583700	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	1	2		2		2						3	2	2	2	1	2	1	2	1	1	1	1	162.115400842744
304583900	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	2	1	1	2	2		2		2						3	2	2	2	1	2	1	2	2	2	2	1	162.605884428306
304585200	209	1	3	2		2		2		2		2		2		1	1	2	1	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	5	1	2	2	1	2	1	2		1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1526.6952634337
304585200	209	1	6	2		2		2		2		2		1	5	1	2	2	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	1	1	2	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	3		1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	1	1	1526.6952634337
