Directorio	Nro_encuesta	Hogarnmero	P5000	P5010	P5090	P201s1	P201s2	P201s3	P201s4	P201s5	P201s6	P201s7	P201s8	P201s9	P201s10	P201s11	P201s12	P201s13	P201s14	P201s15	P201s16	P201s17	P201s18	P201s19	P201s20	P201s21	P201s22	P201s23	P201s24	P201s25	P201s26	P201s27	P5220	P5220s1	P229s1	P229s2	P229s3	P229s4	P230	P231s1	P231s1a1	P231s2	P231s2a1	Fex_c
304149500	208	1	4	2	3	1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						10	0	0		1511.04048444847
304149600	208	1	4	3	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	4						30	0	0		2259.07781685264
304149700	208	1	3	3	1	2	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1	1	1	1	2	1	3						100	0	0		954.476406160078
304149800	208	1	3	2	3	2	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	2	2	1	2						14	0	0		756.37417069284
304149900	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2						9	5	0		1328.86872826924
304150000	208	1	2	1	4	1	2	1	1	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						20	10	0		1511.04048444847
304150100	208	1	5	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	1						1	0	0		961.10538751153
304150200	208	1	5	4	3	2	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	1	1	2	2	1	3	2	7	7	2	7	20	5	0		659.596787212803
304150300	208	1	9	4	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2						60	0	0		659.596787212803
304150400	208	1	4	2	1	1	2	1	1	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	1	1	1	1	2	2	1	2						8	1	0		1417.54032682827
304150500	208	1	7	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3						220	20	3	0	2280.88491635539
304150600	208	1	4	2	3	1	2	1	1	2	2	1	2	2	2	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	2						15	7	0		3763.59811756492
304150700	208	1	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4					4	100	10	200	10	4847.69414261515
304150800	208	1	4	3	3	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2					3	200	40	0		4444.2222073454
304150900	208	1	3	2	3	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	3	2	2	2	3	40	25	0		3300.15438392824
304151000	208	1	3	2	1	1	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						1	0	0		1642.47502317212
304151100	208	1	3	2	3	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						3	0	0		1951.28162407931
304151200	208	1	4	3	1	2	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	3					7	0		0		3079.4760096542
304151300	208	1	4	3	3	1	2	1	1	1	1	2	2	1	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	3					3	13	4	0		2160.34288258088
304151400	208	1	4	3	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2						20	15	0		2696.68610618451
304151500	208	1	3	2	3	2	2	1	1	2	1	2	2	2	2	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	3						60	60	120	0	2321.17277623195
304151600	208	1	4	3	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	5					1	50	30	10	5	1464.54196485057
304151700	208	1	5	4	2	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	3					1	12	1	0		2191.33754604662
304151800	208	1	3	3	4	1	1	1	2	2	2	1	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	3						50	12	0		1338.4642805064
304151800	208	2	1	1	4	2	2	1	2	1	2	1	2	2	1	1	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	3	1		8	2	0		1338.4642805064
304151900	208	1	2	2	4	1	2	1	2	2	2	1	2	2	2	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	2	2	1	2	1	3	3	1	6	30	30	0		2125.79648571445
304152000	208	1	3	2	2	1	2	1	2	1	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	2	2	1	2						3	0	0		1399.0009045184
304152100	208	1	4	2	3	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	3	2	2	3	1	2	15	3	0		1874.27575333445
304152200	208	1	4	1	1	1	2	1	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1						10	0	0		1334.09448049456
304152300	208	1	3	2	1	2	2	1	2	1	1	2	2	2	1	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	2	2	1	2	7	7	7	2	2	3	3	0		1939.17148202793
304152500	208	1	2	2	3	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						5	0	0		893.020408163265
304152500	208	2	1	1	3	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1						0		0		893.020408163265
304152600	208	1	5	3	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	3					5	20	15	0		3606.54877734878
304152700	208	1	4	2	2	1	2	1	1	1	2	1	2	2	2	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	3						50	30	0		893.020408163265
304152800	208	1	3	2	3	2	2	1	2	1	2	1	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	1	1	1	2	2	1	3						10	5	0		893.020408163265
304152900	208	1	4	1	1	2	2	1	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2						100	100	0		548.661303381968
304153000	208	1	3	2	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	1	1	1	2	2	1	2						200	70	0		599.214537759527
304153100	208	1	2	1	3	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	1	1	1	2	2	1	1						20	5	0		566.595949965578
304153200	208	1	7	3	1	1	1	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2						120	70	0		624.379670696411
304153300	208	1	6	4	4	2	2	1	1	1	1	1	2	2	2	2	2	1	2	2	2	1	2	2	1	2	1	1	1	1	1	1	1	2					3	100	60	0		661.17847424318
304153400	208	1	5	4	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	5	2	2	2	2		150	100	0		497.561374410036
304153500	208	1	5	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2						50	20	0		530.726656798359
304153600	208	1	1	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	3	4	4	4	2		15	12	0		457.23806315304
304153700	208	1	2	1	4	2	2	1	2	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					5	30	10	0		759.865545275842
304153800	208	1	4	3	1	1	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	3	1	7	3	1		2	0	0		457.23806315304
304153900	208	1	6	5	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	1	1	2	1	1	1	2	1	3	5	7	7	4		0		0		366.577395066539
304154000	208	1	4	3	4	1	2	1	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	4	4	3	4	2	3	2	2	0		525.95944072359
304154100	208	1	3	3	3	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						0		0		446.819203605641
304154200	208	1	4	3	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1						10	10	0		431.904409946328
304154200	208	2	1	1	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2							0		0		431.904409946328
304154300	208	1	6	5	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3						1	0	0		442.323269493727
304154400	208	1	4	3	1	1	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	2	2	1	2	3	7	3	2		40	35	0		401.486194663121
304154500	208	1	5	3	1	2	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	4						40	10	0		402.923885583769
304154600	208	1	4	1	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2						2000	50	0		442.328619292266
304154700	208	1	5	4	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	3						15	13	3	3	387.420463959876
304154800	208	1	3	2	3	2	1	1	1	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1	4	4	1		100	50	7	7	483.165694122871
304154900	208	1	4	3	1	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3						60	50	0		429.872741262562
304154900	208	2	2	2	4	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2		8	8	0		429.872741262562
304155000	208	1	3	2	3	2	2	1	2	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1	5	4	1	4	10	10	0		586.795871290003
304155100	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1						5	5	0		413.936722894286
304155200	208	1	1	1	3	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1						10	2	0		513.583909406077
304155300	208	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2							6	0	0		459.269731836805
304155400	208	1	4	3	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2						50	40	0		433.342100866975
304155500	208	1	5	3	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	4						30	20	0		492.146862749622
304155600	208	1	3	2	1	1	2	1	2	1	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	1	2	2	1	2						40	30	0		457.23806315304
304155700	208	1	6	5	1	2	2	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	4					6	50	30	0		647.767830532887
304155800	208	1	5	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	2	1	1	2						20	18	0		452.747478839664
304155900	208	1	4	3	3	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					7	0		0		2026.82859428919
304156000	208	1	4	1	3	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1						2	2	2	0	1305.75820657153
304156100	208	1	5	3	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						0		0		1096.12267796638
304156200	208	1	4	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						0		0		1318.11693946357
304156300	208	1	5	2	1	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2							1	0	0		1556.84782674253
304156400	208	1	5	2	1	2	2	1	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						5	5	0		1113.42181264684
304156500	208	1	3	2	3	2	2	1	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	1	1	2	2	1	3						0		0		664.937652155245
304156600	208	1	4	1	3	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2						0		0		664.937652155245
304156700	208	1	4	1	1	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1						10	0	0		968.887617761381
304156800	208	1	5	2	1	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	2	2	2	2	2		10	10	0		962.581641905999
304157000	208	1	4	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					7	5	5	0		664.937652155245
304157100	208	1	7	4	1	1	1	1	1	2	1	2	2	2	2	2	1	2	1	2	2	2	1	2	2	1	1	1	1	1	2	2	1	5	2	3	3	1		10	5	0		1643.78726426673
304157200	208	1	5	3	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	1	4						60	40	0		1609.29638118752
304157300	208	1	5	3	3	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	4					7	30	15	0		1270.30307417377
304157400	208	1	6	5	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	6						5	5	0		1760.70929878573
304157500	208	1	1	1	4	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1					2	1	1	0		1653.77300937113
304157600	208	1	2	2	1	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	3					7	2	1	0		2659.75060862098
304157700	208	1	5	2	1	2	2	1	1	1	2	1	2	2	2	2	1	2	1	2	2	2	1	2	1	2	1	1	1	1	1	2	1	3					7	7	5	0		1270.04319447588
304157800	208	1	5	2	1	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	1	1	1	1	2	1	2						35	5	0		762.498658212999
304157900	208	1	5	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	1	1	1	2	1	1	2						8	0	0		664.937652155245
304158000	208	1	5	2	3	2	2	1	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1						0		0		1523.27563068698
304158100	208	1	5	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2							0		0		664.937652155245
304158300	208	1	4	3	3	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2					2	15	13	0		1402.15563294722
304158400	208	1	3	2	1	2	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	2						50	50	50	50	385.982773039229
304158500	208	1	3	2	2	2	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	2	2	1	2	1	7	7	1		150	150	0		483.165694122871
304158600	208	1	4	2	4	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2						3	25	25	0		719.028470445237
304158700	208	1	4	2	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1						200	100	0		448.256894526288
304158800	208	1	4	2	3	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2						60	2	0		448.256894526288
304158900	208	1	3	2	3	2	2	1	1	2	1	2	2	2	2	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	2	2	1	1					2	10	6	0		204.527743609048
304159000	208	1	3	1	3	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	1	1	2	1	1	1	2	3	5	1		15	10	0		189.275332650989
304159100	208	1	3	1	3	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	1	1	2	2	1	2						5	5	0		125.668003947305
304159200	208	1	2	1	3	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1						30	20	0		189.275332650989
304159300	208	1	4	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2							0		0		146.440322265934
304159400	208	1	3	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	1	1						5	4	0		168.50301433236
304159500	208	1	1	1	3	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						5	4	0		152.374238206057
304159600	208	1	3	2	3	2	2	1	2	2	2	1	2	2	2	2	1	1	1	2	2	1	2	2	2	1	2	1	1	1	2	2	1	3					3	10	5	0		167.626649164116
304159700	208	1	5	3	1	2	2	1	1	1	2	1	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1					4	30	25	0		531.044002800084
304159800	208	1	5	3	1	1	2	1	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2		7	7	7	6	5	10	2	0		556.377656006797
304159900	208	1	6	5	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	3						60	40	0		390.473357352605
304160000	208	1	5	3	1	2	2	1	2	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2						60	40	0		398.433301270393
304160100	208	1	4	2	3	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	1	1	1	2	2	1	2	2	7	7	1		10	10	0		483.165694122871
304160200	208	1	6	1	4	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1						20	8	0		513.583909406077
304160300	208	1	5	2	1	2	2	1	2	1	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2					3	1	1	0		778.763329590497
304160400	208	1	3	2	3	1	2	1	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2					4	15	15	0		556.377656006797
304160500	208	1	6	3	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2						150	70	10	5	422.329263556458
304160600	208	1	4	3	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2	7	7	7	2		15	15	0		487.656278436246
304160700	208	1	3	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2					2	3	2	1	1	759.865545275842
304160800	208	1	5	3	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2					4	1	1	0		724.95674567926
304160900	208	1	2	1	3	2	2	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	2	2	1	3	0		0		203.05764199556
304161000	208	1	4	3	3	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2		3	2	2	2	7	20	20	0		238.400095549627
304161100	208	1	2	1	3	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	2	1	2		5	3	0		151.563012657245
304161200	208	1	5	3	1	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	3					2	25	25	0		217.44985654752
304161300	208	1	4	2	1	2	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1					7	1	0	0		216.867890189146
304161500	208	1	3	2	3	2	2	1	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	4						20	10	0		149.836095827147
304161700	208	1	3	2	1	1	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1					7	0		0		1258.99406476164
304161800	208	1	4	3	1	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	2	2	7	7	2		45	0	0		507.879438115209
304161900	208	1	5	2	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2						30	5	0		1023.20859671579
304162000	208	1	3	2	4	2	2	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	1	7	3	1		0		0		1163.47806279327
304162200	208	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3					7	0		0		935.513636544135
304162300	208	1	5	1	1	1	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2						20	20	0		582.396543257268
304162400	208	1	3	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1						11	0	0		1175.7442882003
304162500	208	1	6	3	3	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	1	1	1	2	2	1	2					2	80	10	0		1070.96659769997
304162700	208	1	6	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	3	7	7	4	2		3	3	0		882.651421304638
304162800	208	1	6	2	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	2	1	2	1	2	1	1	1	1	1	2	1	3					1	40	40	0		782.977945059623
304163000	208	1	3	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						0		0		740.036448997096
304163100	208	1	5	3	3	2	1	1	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2						1	0	0		887.755635559953
304163200	208	1	3	2	3	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1						5	0	0		875.489410152929
304163300	208	1	5	4	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2							1	0	0		507.879438115209
304163400	208	1	3	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1					7	0		0		1310.90997327377
304163500	208	1	6	4	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	3						30	30	0		507.879438115209
304163600	208	1	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1	1	1	2	2	1	2					7	3	3	0		5196.44156766526
304163700	208	1	4	3	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2						0		0		3976.78725397935
304163800	208	1	4	3	3	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	2	1	2	2	1	1	1	1	1	2	1	1	1						50	40	0		4227.47425313932
304163900	208	1	4	3	3	1	2	1	1	2	1	2	2	2	2	1	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	3						20	15	0		3546.61227481956
304164000	208	1	4	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2							0		0		4110.04441277434
304164100	208	1	4	2	3	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	2	1		20	10	20	20	4069.46845958374
304164300	208	1	5	3	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1	3						5	5	0		3546.61227481956
304164500	208	1	3	3	1	1	2	1	1	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	1	1	1	1	1	2	1	1	3						10	10	0		3546.61227481956
304164600	208	1	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	4						0		0		2780.04983669125
304164700	208	1	3	1	3	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2							6	6	0		3619.17682817481
304165200	208	1	4	2	1	1	2	1	1	1	1	2	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2						65	10	0		3451.59774469995
304165300	208	1	5	3	1	1	2	1	2	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2					7	40	20	0		4677.28568859621
304165400	208	1	8	3	3	1	2	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	3						15	14	1	1	3397.83868928931
304165500	208	1	5	2	1	1	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	2	2	1	2						150	50	15	0	4439.42013772772
304165600	208	1	4	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	1	1	1	1	1	2	1	1	2						200	50	0		4110.04441277434
304165700	208	1	5	4	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	2	1	5						200	100	0		3532.40611342966
304165800	208	1	4	3	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	4						50	10	0		3951.79092741939
304166000	208	1	3	2	1	1	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2							60	30	0		3745.9335017566
304166300	208	1	1	1	5	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2							4	0	0		3799.13181455478
304166400	208	1	7	3	1	1	2	1	2	1	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1						50	0	0		3904.48203117972
